language	ID	basic	np	Dist_D	Dist_N	Dist_A	Surprisal2	DepLen	SatisfiedCorrelations
Ancient_Greek_2.8	3244201	OSV	AND_	1	2	3	7.546	2.21	8
Ancient_Greek_2.8	5117930	OSV	AND_	1	2	3	7.564	2.244	8
Ancient_Greek_2.8	6658409	OSV	AND_	1	2	3	7.544	2.211	8
Ancient_Greek_2.8	7571361	OSV	AND_	1	2	3	7.544	2.207	8
Ancient_Greek_2.8	8662383	OSV	AND_	1	2	3	7.621	2.345	8
Ancient_Greek_2.8	9791434	OSV	AND_	1	2	3	7.544	2.207	8
Arabic_2.8	2456018	SVO	NAD_	1	3	2	2.465	2.692	8
Arabic_2.8	3103702	SVO	NAD_	1	3	2	2.487	3.014	8
Arabic_2.8	3431568	SVO	NAD_	1	3	2	2.486	2.931	8
Arabic_2.8	4208687	SVO	NAD_	1	3	2	2.463	2.672	8
Arabic_2.8	4650000	SVO	NAD_	1	3	2	2.487	3.014	8
Arabic_2.8	5059215	SVO	NAD_	1	3	2	2.463	2.672	8
Arabic_2.8	5687087	OSV	NAD_	1	3	2	2.466	2.67	8
Arabic_2.8	6366620	OSV	NAD_	1	3	2	2.472	3.001	8
Arabic_2.8	7730680	SVO	NAD_	1	3	2	2.486	2.933	8
Arabic_2.8	8261441	SVO	NAD_	1	3	2	2.486	2.931	8
Armenian_2.8	1723957	SVO	ADN_	2	1	3	8.009	2.521	8
Armenian_2.8	2614266	SVO	ADN_	2	1	3	8.002	2.596	8
Armenian_2.8	3300489	SVO	ADN_	2	1	3	8.006	2.443	8
Armenian_2.8	4505237	OSV	AND_	1	2	3	8.031	2.451	8
Armenian_2.8	485785	SVO	ADN_	2	1	3	8.008	2.517	8
Armenian_2.8	4939983	SVO	ADN_	2	1	3	8.007	2.529	8
Armenian_2.8	5055542	SVO	ADN_	2	1	3	8.018	2.481	8
Armenian_2.8	5812732	SVO	ADN_	2	1	3	8.009	2.548	8
Armenian_2.8	9038091	SVO	AND_	1	2	3	8.021	2.443	8
Armenian_2.8	996636	SVO	AND_	1	2	3	8.022	2.558	8
Bambara_2.8	1885587	SVO	DA_N	2	1	1	4.467	1.967	6
Bambara_2.8	2473916	OSV	NA_D	1	2	1	4.522	1.92	2
Bambara_2.8	3900786	SVO	AD_N	1	1	2	4.476	2.44	7
Bambara_2.8	5979312	OSV	NA_D	1	2	1	4.495	1.908	2
Bambara_2.8	7125458	SVO	AD_N	1	1	2	4.503	1.937	7
Bambara_2.8	7186764	SVO	DA_N	2	1	1	4.519	1.94	6
Bambara_2.8	72624	OSV	AND_	1	2	3	4.483	2.383	5
Bambara_2.8	7956119	SVO	DA_N	2	1	1	4.463	1.883	7
Bambara_2.8	9235112	SVO	AD_N	1	1	2	4.486	1.897	7
Bambara_2.8	9961824	OSV	A_DN	1	2	1	4.497	1.919	3
Basque_2.8	1105957	OSV	DNA_	3	2	1	7.907	2.002	8
Basque_2.8	2126804	OSV	DNA_	3	2	1	7.91	2.019	8
Basque_2.8	2759825	OSV	DA_N	2	1	1	8.003	2.022	6
Basque_2.8	3706853	SVO	A_ND	2	1	1	8.029	2.115	2
Basque_2.8	4929642	OSV	DA_N	2	1	1	8.002	2.019	6
Basque_2.8	5686639	OSV	DA_N	2	1	1	8.003	2.089	6
Basque_2.8	7450602	OSV	DNA_	3	2	1	7.91	1.98	8
Basque_2.8	7940033	OSV	DNA_	3	2	1	7.909	1.996	8
Basque_2.8	8287184	OSV	DNA_	3	2	1	7.908	1.995	8
Basque_2.8	9884446	OSV	DNA_	3	2	1	7.91	1.98	8
Belarusian_2.8	2201928	SVO	NAD_	1	3	2	8.174	2.218	8
Belarusian_2.8	2689807	SVO	NDA_	2	3	1	8.153	2.1	8
Belarusian_2.8	3333134	SVO	NAD_	1	3	2	8.17	2.031	8
Belarusian_2.8	4192000	SVO	NDA_	2	3	1	8.153	2.023	8
Belarusian_2.8	4262726	SVO	NAD_	1	3	2	8.204	2.297	1
Belarusian_2.8	5005154	SVO	NAD_	1	3	2	8.21	2.267	2
Belarusian_2.8	6394490	SVO	NAD_	1	3	2	8.152	2.024	8
Belarusian_2.8	8307306	SVO	DNA_	3	2	1	8.192	2.221	8
Belarusian_2.8	9324973	SVO	DNA_	3	2	1	8.176	2.033	8
Belarusian_2.8	9379687	SVO	NAD_	1	3	2	8.151	2.054	8
Breton_2.8	1423839	OSV	AND_	1	2	3	6.121	1.936	8
Breton_2.8	2328811	OSV	AND_	1	2	3	6.206	1.953	8
Breton_2.8	310643	OSV	AND_	1	2	3	6.125	1.844	8
Breton_2.8	3326238	OSV	AND_	1	2	3	6.115	1.944	8
Breton_2.8	5150002	OSV	AND_	1	2	3	6.2	2.011	8
Breton_2.8	5736103	OSV	AND_	1	2	3	6.129	1.869	8
Breton_2.8	7154780	OSV	AND_	1	2	3	6.108	2.015	8
Breton_2.8	8331788	OSV	AND_	1	2	3	6.125	1.845	8
Breton_2.8	8406306	OSV	AND_	1	2	3	6.128	1.868	8
Breton_2.8	961616	OSV	AND_	1	2	3	6.123	1.85	8
Bulgarian_2.8	1122504	OSV	AND_	1	2	3	7.439	1.955	8
Bulgarian_2.8	1151799	OSV	AND_	1	2	3	7.439	1.955	8
Bulgarian_2.8	5225276	SVO	AND_	1	2	3	7.483	1.971	7
Bulgarian_2.8	5501699	OSV	AND_	1	2	3	7.453	1.973	8
Bulgarian_2.8	613387	SVO	AND_	1	2	3	7.471	2.002	8
Bulgarian_2.8	7257570	SVO	AND_	1	2	3	7.486	1.997	7
Bulgarian_2.8	7292494	OSV	AND_	1	2	3	7.451	1.932	8
Bulgarian_2.8	8483256	SVO	AND_	1	2	3	7.48	1.956	7
Bulgarian_2.8	9173883	OSV	AND_	1	2	3	7.44	1.97	8
Bulgarian_2.8	9238931	SVO	AND_	1	2	3	7.506	2.135	7
Buryat_2.8	4520802	SOV	NAD_	1	3	2	7.974	1.95	7
Buryat_2.8	4845234	SVO	NAD_	1	3	2	7.987	2.017	6
Buryat_2.8	507133	SOV	NAD_	1	3	2	7.985	1.957	7
Buryat_2.8	5810973	SOV	NAD_	1	3	2	7.98	2.007	7
Buryat_2.8	7955361	SOV	NAD_	1	3	2	7.982	1.957	7
Buryat_2.8	7966183	SOV	NAD_	1	3	2	7.968	2.001	7
Buryat_2.8	8782978	SVO	NA_D	1	2	1	7.995	2.291	8
Buryat_2.8	8839032	SVO	NA_D	1	2	1	7.983	1.985	8
Buryat_2.8	952870	SVO	NA_D	1	2	1	7.982	1.976	8
Buryat_2.8	9739491	SVO	NA_D	1	2	1	7.978	1.975	8
Cantonese_2.8	1677004	SVO	AND_	1	2	3	5.481	2.314	8
Cantonese_2.8	2363539	SVO	AND_	1	2	3	5.498	2.24	8
Cantonese_2.8	2380087	OSV	AND_	1	2	3	5.485	2.2	8
Cantonese_2.8	3504285	SVO	AND_	1	2	3	5.468	2.213	8
Cantonese_2.8	3573776	OSV	AND_	1	2	3	5.49	2.222	8
Cantonese_2.8	496599	SVO	AND_	1	2	3	5.464	2.329	8
Cantonese_2.8	5580589	OSV	AND_	1	2	3	5.443	2.427	8
Cantonese_2.8	6217500	OSV	AND_	1	2	3	5.478	2.231	8
Cantonese_2.8	8168686	OSV	AND_	1	2	3	5.478	2.23	8
Cantonese_2.8	8542386	SVO	AND_	1	2	3	5.455	2.218	8
Catalan_2.8	3885963	SVO	AN_D	1	1	2	5.812	2.479	8
Catalan_2.8	4523048	SVO	AN_D	1	1	2	5.823	2.94	5
Catalan_2.8	5087843	SVO	AN_D	1	1	2	5.863	2.65	8
Catalan_2.8	5832728	SVO	AN_D	1	1	2	5.902	3.985	5
Catalan_2.8	5918130	SVO	A_DN	1	2	1	5.957	3.084	4
Catalan_2.8	6689252	SVO	AN_D	1	1	2	5.872	2.838	8
Catalan_2.8	7657296	SVO	AN_D	1	1	2	5.883	2.908	8
Catalan_2.8	8268883	SVO	AN_D	1	1	2	5.861	2.724	8
Catalan_2.8	86228	SVO	AN_D	1	1	2	5.826	2.757	8
Catalan_2.8	9283824	SVO	AN_D	1	1	2	5.861	2.647	8
Chinese_2.8	3420053	SVO	DAN_	3	1	2	7.587	2.502	8
Chinese_2.8	3693034	SVO	DAN_	3	1	2	7.558	2.48	8
Chinese_2.8	3861174	SVO	DAN_	3	1	2	7.561	2.481	8
Chinese_2.8	4420889	SVO	A_ND	2	1	1	7.587	2.629	4
Chinese_2.8	5095165	SVO	DAN_	3	1	2	7.561	2.545	8
Chinese_2.8	5976664	SVO	DAN_	3	1	2	7.585	2.5	8
Chinese_2.8	6127944	SVO	A_ND	2	1	1	7.581	3.189	4
Chinese_2.8	6317506	SVO	DAN_	3	1	2	7.577	2.536	8
Chinese_2.8	8416013	SVO	DAN_	3	1	2	7.585	2.726	8
Chinese_2.8	9914967	SVO	DAN_	3	1	2	7.553	2.532	8
Classical_Chinese_2.8	1523277	SOV	NAD_	1	3	2	5.573	1.536	7
Classical_Chinese_2.8	2517226	SOV	NAD_	1	3	2	5.573	1.535	7
Classical_Chinese_2.8	2911372	SVO	A_DN	1	2	1	5.666	1.604	2
Classical_Chinese_2.8	349765	SOV	NAD_	1	3	2	5.587	1.769	7
Classical_Chinese_2.8	5429243	SVO	NAD_	1	3	2	5.664	1.591	8
Classical_Chinese_2.8	6365029	SOV	NAD_	1	3	2	5.57	1.575	7
Classical_Chinese_2.8	8263324	SVO	A_DN	1	2	1	5.68	1.614	2
Classical_Chinese_2.8	8647089	SVO	A_DN	1	2	1	5.597	1.741	2
Classical_Chinese_2.8	8650788	SOV	NAD_	1	3	2	5.565	1.543	7
Classical_Chinese_2.8	8740138	SVO	AD_N	1	1	2	5.706	1.626	4
Coptic_2.8	1760558	SVO	A_DN	1	2	1	4.659	2.38	7
Coptic_2.8	2685119	SVO	A_DN	1	2	1	4.557	2.278	8
Coptic_2.8	4619052	SVO	A_DN	1	2	1	4.654	2.274	7
Coptic_2.8	6030793	SVO	A_DN	1	2	1	4.614	2.883	4
Coptic_2.8	6989032	SVO	A_DN	1	2	1	4.572	2.37	8
Coptic_2.8	8208388	SVO	A_DN	1	2	1	4.629	2.677	4
Coptic_2.8	8399199	SVO	A_DN	1	2	1	4.572	2.37	8
Coptic_2.8	9282205	SVO	A_DN	1	2	1	4.595	3.08	8
Coptic_2.8	9579005	OSV	A_DN	1	2	1	4.619	2.236	8
Coptic_2.8	9615339	OSV	A_DN	1	2	1	4.641	2.325	8
Croatian_2.8	1268410	SVO	AD_N	1	1	2	7.885	2.692	3
Croatian_2.8	3243496	OSV	NAD_	1	3	2	7.854	2.592	8
Croatian_2.8	3800731	OSV	NAD_	1	3	2	7.844	2.31	8
Croatian_2.8	4020133	SVO	NAD_	1	3	2	7.874	2.311	8
Croatian_2.8	4345036	SVO	NAD_	1	3	2	7.895	2.237	8
Croatian_2.8	4528572	SVO	NAD_	1	3	2	7.883	2.324	8
Croatian_2.8	5140982	OSV	NAD_	1	3	2	7.864	2.233	8
Croatian_2.8	5880154	OSV	NAD_	1	3	2	7.85	2.336	8
Croatian_2.8	6548478	SVO	NAD_	1	3	2	7.923	2.336	8
Croatian_2.8	7539275	SVO	NAD_	1	3	2	7.893	2.551	8
Danish_2.8	1742121	OSV	AN_D	1	1	2	7.163	2.325	8
Danish_2.8	1953045	SVO	AN_D	1	1	2	7.136	2.29	8
Danish_2.8	3234968	SVO	AN_D	1	1	2	7.13	2.293	8
Danish_2.8	3429979	OSV	A_DN	1	2	1	7.2	2.62	4
Danish_2.8	3818989	SVO	AN_D	1	1	2	7.13	2.289	8
Danish_2.8	5342341	SVO	AN_D	1	1	2	7.133	2.29	8
Danish_2.8	5604625	SVO	AN_D	1	1	2	7.131	2.288	8
Danish_2.8	6892023	OSV	A_DN	1	2	1	7.173	2.939	2
Danish_2.8	7115871	OSV	AN_D	1	1	2	7.152	2.327	8
Danish_2.8	8587485	OSV	AN_D	1	1	2	7.159	2.303	8
Dutch_2.8	1804133	SVO	NA_D	1	2	1	6.834	2.457	5
Dutch_2.8	3321076	SVO	A_DN	1	2	1	6.81	2.166	8
Dutch_2.8	3762433	SVO	A_DN	1	2	1	6.797	2.608	8
Dutch_2.8	4365515	SVO	A_DN	1	2	1	6.913	3.654	8
Dutch_2.8	5261635	SVO	A_DN	1	2	1	6.795	2.125	8
Dutch_2.8	6636712	SVO	NA_D	1	2	1	6.815	2.262	0
Dutch_2.8	7435548	SVO	NA_D	1	2	1	6.766	2.143	8
Dutch_2.8	9236938	SVO	A_DN	1	2	1	6.809	2.132	8
Dutch_2.8	9522688	SVO	A_DN	1	2	1	6.797	2.109	8
Dutch_2.8	9597556	SVO	A_DN	1	2	1	6.869	2.908	7
English_2.8	1300637	OSV	A_DN	1	2	1	6.616	2.198	8
English_2.8	1417435	SVO	A_DN	1	2	1	6.598	2.179	8
English_2.8	2333324	SVO	NA_D	1	2	1	6.579	2.089	8
English_2.8	3228410	SVO	A_DN	1	2	1	6.61	2.358	8
English_2.8	3433349	OSV	A_DN	1	2	1	6.615	2.131	8
English_2.8	3563480	OSV	A_DN	1	2	1	6.624	2.362	8
English_2.8	3608806	SVO	A_DN	1	2	1	6.611	2.26	8
English_2.8	4885168	SVO	A_DN	1	2	1	6.598	2.179	8
English_2.8	4906164	SVO	A_DN	1	2	1	6.638	2.196	7
English_2.8	7153373	SVO	NA_D	1	2	1	6.571	2.159	8
Erzya_2.8	1942726	OSV	AN_D	1	1	2	8.085	2.035	4
Erzya_2.8	3068456	SVO	AND_	1	2	3	8.033	2.096	7
Erzya_2.8	3364080	SVO	AND_	1	2	3	8.015	1.99	7
Erzya_2.8	443961	SVO	ADN_	2	1	3	8.025	1.993	8
Erzya_2.8	7026118	SVO	ADN_	2	1	3	8.031	2.0	7
Erzya_2.8	7198859	SVO	AND_	1	2	3	8.015	1.99	7
Erzya_2.8	8058151	SVO	AND_	1	2	3	8.016	1.99	7
Erzya_2.8	8474978	SVO	AND_	1	2	3	8.043	2.09	8
Erzya_2.8	9116470	SVO	ADN_	2	1	3	8.042	1.944	8
Erzya_2.8	9409800	SVO	ADN_	2	1	3	8.035	1.945	7
Estonian_2.8	2648465	OSV	NAD_	1	3	2	8.668	2.179	8
Estonian_2.8	2732607	OSV	NAD_	1	3	2	8.672	2.219	8
Estonian_2.8	3522969	SVO	NAD_	1	3	2	8.687	2.144	8
Estonian_2.8	4220663	SVO	NAD_	1	3	2	8.643	2.281	8
Estonian_2.8	5024682	OSV	NAD_	1	3	2	8.673	2.21	8
Estonian_2.8	5054422	OSV	NAD_	1	3	2	8.668	2.181	8
Estonian_2.8	8703179	OSV	NAD_	1	3	2	8.653	2.137	8
Estonian_2.8	8743259	OSV	NAD_	1	3	2	8.664	2.195	8
Estonian_2.8	8775930	OSV	NAD_	1	3	2	8.654	2.137	8
Estonian_2.8	8895633	SVO	NAD_	1	3	2	8.705	2.207	7
Faroese_2.8	1214094	SVO	NA_D	1	2	1	5.88	2.21	8
Faroese_2.8	1910124	OSV	NAD_	1	3	2	5.887	2.397	8
Faroese_2.8	3901854	SVO	NA_D	1	2	1	5.857	2.297	8
Faroese_2.8	3916543	SVO	NA_D	1	2	1	5.874	2.21	8
Faroese_2.8	7642977	OSV	NA_D	1	2	1	5.961	2.824	5
Faroese_2.8	8319119	SVO	NA_D	1	2	1	5.877	2.21	8
Faroese_2.8	833822	OSV	NAD_	1	3	2	5.915	2.183	8
Faroese_2.8	8690537	OSV	NAD_	1	3	2	5.916	2.186	8
Faroese_2.8	8942829	OSV	NAD_	1	3	2	5.905	2.314	8
Faroese_2.8	8999613	OSV	NAD_	1	3	2	5.918	2.476	8
Finnish_2.8	1602231	SVO	AND_	1	2	3	8.926	2.234	7
Finnish_2.8	2796416	OSV	AND_	1	2	3	8.858	2.268	8
Finnish_2.8	3539275	OSV	AND_	1	2	3	8.87	2.213	8
Finnish_2.8	4703108	OSV	AND_	1	2	3	8.873	2.237	8
Finnish_2.8	6484323	OSV	AND_	1	2	3	8.878	2.212	8
Finnish_2.8	6518746	SVO	AND_	1	2	3	8.882	2.076	8
Finnish_2.8	6887509	SVO	AND_	1	2	3	8.892	1.994	8
Finnish_2.8	737124	OSV	AND_	1	2	3	8.872	2.013	8
Finnish_2.8	8930129	OSV	AND_	1	2	3	8.872	2.2	8
Finnish_2.8	9388907	SVO	AND_	1	2	3	8.902	2.091	8
French_2.8	286344	SVO	A_DN	1	2	1	6.196	2.462	8
French_2.8	4287812	SVO	A_DN	1	2	1	6.19	2.503	8
French_2.8	4748400	SVO	AN_D	1	1	2	6.138	2.457	8
French_2.8	479570	SVO	AN_D	1	1	2	6.089	2.352	8
French_2.8	5367246	SVO	AN_D	1	1	2	6.19	2.809	2
French_2.8	6934371	SVO	A_DN	1	2	1	6.214	2.416	7
French_2.8	7024860	SVO	A_DN	1	2	1	6.248	2.816	2
French_2.8	7347279	SVO	A_DN	1	2	1	6.193	2.507	7
French_2.8	7818094	SVO	AN_D	1	1	2	6.089	2.351	8
French_2.8	9197848	SVO	AN_D	1	1	2	6.142	2.464	8
French_2.8	9372942	SVO	AN_D	1	1	2	6.089	2.351	8
Galician_2.8	1853980	SVO	AN_D	1	1	2	6.305	2.627	8
Galician_2.8	2062313	SVO	AN_D	1	1	2	6.364	3.526	8
Galician_2.8	2680863	SVO	AN_D	1	1	2	6.309	2.594	8
Galician_2.8	2813789	SVO	NA_D	1	2	1	6.299	2.454	8
Galician_2.8	4368081	SVO	AN_D	1	1	2	6.298	2.373	8
Galician_2.8	6042095	SVO	NA_D	1	2	1	6.295	2.373	8
Galician_2.8	6656054	SVO	AN_D	1	1	2	6.308	2.584	8
Galician_2.8	7984689	SVO	NA_D	1	2	1	6.297	2.377	8
Galician_2.8	8148271	OSV	AND_	1	2	3	6.335	2.63	8
Galician_2.8	9375827	SVO	NA_D	1	2	1	6.378	2.725	8
Gothic_2.8	1643091	SOV	AND_	1	2	3	6.363	2.067	7
Gothic_2.8	2926739	SOV	AND_	1	2	3	6.384	2.112	7
Gothic_2.8	2992511	SOV	AND_	1	2	3	6.353	1.975	7
Gothic_2.8	4185854	SOV	AND_	1	2	3	6.364	2.073	7
Gothic_2.8	4310900	SOV	AND_	1	2	3	6.364	2.073	7
Gothic_2.8	7399572	SOV	AND_	1	2	3	6.353	1.975	7
Gothic_2.8	8064186	SOV	AND_	1	2	3	6.355	1.979	7
Gothic_2.8	8350816	SOV	AND_	1	2	3	6.356	1.975	7
Gothic_2.8	8654822	SOV	AND_	1	2	3	6.354	1.975	7
Gothic_2.8	8791341	SOV	AND_	1	2	3	6.355	1.976	7
Greek_2.8	1053132	SVO	NA_D	1	2	1	6.732	2.346	8
Greek_2.8	1552804	OSV	NAD_	1	3	2	6.833	2.413	8
Greek_2.8	4036099	SVO	A_DN	1	2	1	6.816	2.387	8
Greek_2.8	4203516	OSV	NAD_	1	3	2	6.86	2.483	8
Greek_2.8	4248777	SVO	NA_D	1	2	1	6.708	2.44	8
Greek_2.8	4690666	SVO	NA_D	1	2	1	6.734	2.346	8
Greek_2.8	5034863	OSV	NAD_	1	3	2	6.83	2.676	8
Greek_2.8	534135	OSV	A_DN	1	2	1	6.857	2.608	8
Greek_2.8	6203809	SVO	NA_D	1	2	1	6.708	2.44	8
Greek_2.8	6332270	SVO	NA_D	1	2	1	6.736	2.348	8
Hebrew_2.8	1312787	SVO	AD_N	1	1	2	6.48	3.956	7
Hebrew_2.8	2834040	SVO	AD_N	1	1	2	6.473	2.486	7
Hebrew_2.8	4052222	SVO	AD_N	1	1	2	6.432	2.422	7
Hebrew_2.8	4287151	SVO	AD_N	1	1	2	6.453	2.592	8
Hebrew_2.8	5025160	SVO	AD_N	1	1	2	6.475	2.472	7
Hebrew_2.8	599617	SVO	AD_N	1	1	2	6.446	2.32	7
Hebrew_2.8	7919758	SVO	AD_N	1	1	2	6.479	2.49	7
Hebrew_2.8	9004366	SVO	AD_N	1	1	2	6.468	2.473	7
Hebrew_2.8	9061293	SVO	AD_N	1	1	2	6.475	2.472	7
Hebrew_2.8	9667694	SVO	AD_N	1	1	2	6.446	2.32	7
Hindi_2.8	1089479	SVO	AND_	1	2	3	5.965	2.414	8
Hindi_2.8	1627776	SVO	AND_	1	2	3	6.035	2.855	8
Hindi_2.8	217534	SVO	AND_	1	2	3	5.902	2.344	8
Hindi_2.8	4568813	SVO	AND_	1	2	3	6.012	2.531	8
Hindi_2.8	5045880	SVO	AND_	1	2	3	5.983	2.389	8
Hindi_2.8	581779	SVO	AND_	1	2	3	5.959	2.513	8
Hindi_2.8	6172194	SVO	AND_	1	2	3	5.901	2.344	8
Hindi_2.8	8705148	SVO	AND_	1	2	3	5.902	2.35	8
Hindi_2.8	8974345	SVO	AND_	1	2	3	5.902	2.349	8
Hindi_2.8	9382077	SVO	AND_	1	2	3	5.974	2.45	8
Hungarian_2.8	1622860	SVO	AND_	1	2	3	8.06	2.536	1
Hungarian_2.8	3008627	SVO	AN_D	1	1	2	8.052	2.447	7
Hungarian_2.8	358972	SVO	AN_D	1	1	2	8.049	2.486	7
Hungarian_2.8	3760694	SVO	AN_D	1	1	2	8.044	2.449	7
Hungarian_2.8	5586976	SVO	AND_	1	2	3	8.059	2.535	1
Hungarian_2.8	6303678	SVO	AN_D	1	1	2	8.052	2.447	7
Hungarian_2.8	6553434	SVO	AN_D	1	1	2	8.041	2.474	7
Hungarian_2.8	7069581	OSV	AN_D	1	1	2	8.094	2.609	5
Hungarian_2.8	7888643	SVO	AN_D	1	1	2	8.044	2.448	7
Hungarian_2.8	9884747	OSV	AN_D	1	1	2	8.053	3.245	4
Icelandic_2.8	1269919	SVO	AN_D	1	1	2	6.739	2.629	8
Icelandic_2.8	2109207	SVO	AN_D	1	1	2	6.737	2.641	8
Icelandic_2.8	2982560	SVO	AN_D	1	1	2	6.734	2.461	8
Icelandic_2.8	3342925	SVO	AN_D	1	1	2	6.751	2.843	8
Icelandic_2.8	5199546	SVO	AN_D	1	1	2	6.795	2.904	7
Icelandic_2.8	5475516	SVO	AN_D	1	1	2	6.746	2.629	8
Icelandic_2.8	580458	SVO	AN_D	1	1	2	6.733	2.466	8
Icelandic_2.8	6321186	OSV	AND_	1	2	3	6.783	2.895	8
Icelandic_2.8	7449923	OSV	AND_	1	2	3	6.772	2.503	8
Icelandic_2.8	9427042	SVO	AN_D	1	1	2	6.735	2.469	8
Indonesian_2.8	3749278	SVO	AN_D	1	1	2	7.611	2.338	8
Indonesian_2.8	4487456	SVO	AN_D	1	1	2	7.616	2.346	8
Indonesian_2.8	4785679	SVO	AN_D	1	1	2	7.592	2.225	8
Indonesian_2.8	4876546	SVO	AN_D	1	1	2	7.618	2.339	7
Indonesian_2.8	5234992	SVO	AN_D	1	1	2	7.6	2.517	8
Indonesian_2.8	5236183	SVO	AN_D	1	1	2	7.599	2.228	8
Indonesian_2.8	6810889	SVO	AN_D	1	1	2	7.642	3.005	8
Indonesian_2.8	8138708	SVO	AN_D	1	1	2	7.591	2.225	8
Indonesian_2.8	8162858	SVO	AN_D	1	1	2	7.651	2.525	8
Indonesian_2.8	9507523	SVO	AN_D	1	1	2	7.597	2.35	8
Irish_2.8	1740508	OSV	AN_D	1	1	2	6.663	2.948	3
Irish_2.8	1906369	SVO	A_DN	1	2	1	6.691	2.941	4
Irish_2.8	3055036	SVO	A_DN	1	2	1	6.617	2.402	7
Irish_2.8	3939594	SVO	A_DN	1	2	1	6.643	2.534	7
Irish_2.8	4105810	SVO	A_DN	1	2	1	6.647	2.683	7
Irish_2.8	4442842	OSV	AN_D	1	1	2	6.654	3.039	3
Irish_2.8	6405706	SVO	A_DN	1	2	1	6.611	2.401	7
Irish_2.8	7076876	SVO	A_DN	1	2	1	6.61	2.407	7
Irish_2.8	8605866	SVO	A_DN	1	2	1	6.641	2.517	7
Irish_2.8	9751242	SVO	A_DN	1	2	1	6.626	2.469	0
Italian_2.8	1214990	SVO	AN_D	1	1	2	6.261	2.332	8
Italian_2.8	1683252	SVO	AN_D	1	1	2	6.256	2.309	8
Italian_2.8	221764	SVO	AN_D	1	1	2	6.26	2.289	8
Italian_2.8	3295008	SVO	AN_D	1	1	2	6.237	2.426	8
Italian_2.8	6411108	SVO	AN_D	1	1	2	6.275	2.457	8
Italian_2.8	721755	SVO	AN_D	1	1	2	6.272	2.416	8
Italian_2.8	7312397	SVO	AN_D	1	1	2	6.272	2.413	8
Italian_2.8	7368095	SVO	AN_D	1	1	2	6.262	2.377	8
Italian_2.8	7833942	SVO	AN_D	1	1	2	6.27	2.467	8
Italian_2.8	9545966	SVO	AN_D	1	1	2	6.272	2.413	8
Japanese-GSD_2.8	149894	OSV	AD_N	1	1	2	6.441	2.375	7
Japanese-GSD_2.8	3443214	OSV	AD_N	1	1	2	6.347	2.288	7
Japanese-GSD_2.8	4063115	OSV	AD_N	1	1	2	6.343	2.258	7
Japanese-GSD_2.8	4440599	OSV	DA_N	2	1	1	6.332	2.263	7
Japanese-GSD_2.8	635437	OSV	DA_N	2	1	1	6.452	3.06	7
