language	ID	basic	np	Dist_D	Dist_N	Dist_A	Surprisal2	DepLen
Old_East_Slavic_2.8	290728	SOV	DA_N	2	1	1	7.49	2.59
Old_East_Slavic_2.8	3082496	SOV	DNA_	3	2	1	7.509	2.526
Old_East_Slavic_2.8	3109250	SOV	DA_N	2	1	1	7.486	2.593
Old_East_Slavic_2.8	3541857	SOV	DA_N	2	1	1	7.541	2.702
Old_East_Slavic_2.8	4824088	SVO	A_ND	2	1	1	7.501	2.676
Old_East_Slavic_2.8	7483586	SVO	DNA_	3	2	1	7.572	2.478
Old_East_Slavic_2.8	8237854	SOV	AN_D	1	1	2	7.514	2.67
Old_East_Slavic_2.8	9423993	SOV	DNA_	3	2	1	7.511	2.476
Old_East_Slavic_2.8	9975522	SVO	DNA_	3	2	1	7.503	2.522
Old_French_2.8	2081512	SVO	DA_N	2	1	1	6.146	2.327
Old_French_2.8	2124956	SVO	DAN_	3	1	2	6.12	2.61
Old_French_2.8	2406923	SVO	DAN_	3	1	2	6.123	2.472
Old_French_2.8	2766401	SVO	DAN_	3	1	2	6.113	2.36
Old_French_2.8	3837538	OSV	DAN_	3	1	2	6.171	2.335
Old_French_2.8	4462465	SVO	A_ND	2	1	1	6.176	2.309
Old_French_2.8	8151007	OSV	ADN_	2	1	3	6.088	3.76
Old_French_2.8	8370126	OSV	DAN_	3	1	2	6.145	2.212
Persian_2.8	1348591	SOV	DAN_	3	1	2	6.713	2.549
Persian_2.8	1518583	SOV	NDA_	2	3	1	6.764	2.963
Persian_2.8	1663382	SOV	DAN_	3	1	2	6.689	2.739
Persian_2.8	1838326	SOV	DAN_	3	1	2	6.714	2.556
Persian_2.8	7924856	SOV	DA_N	2	1	1	6.863	2.811
Persian_2.8	866991	SOV	DNA_	3	2	1	6.857	2.735
Persian_2.8	9588034	OSV	DA_N	2	1	1	6.861	2.89
Polish_2.8	3715155	SVO	DAN_	3	1	2	7.906	2.421
Polish_2.8	500860	SOV	DAN_	3	1	2	8.112	2.897
Polish_2.8	5071114	SVO	DAN_	3	1	2	7.91	2.391
Polish_2.8	7266156	OSV	DAN_	3	1	2	7.909	2.438
Polish_2.8	8470913	SOV	DAN_	3	1	2	7.936	2.291
Polish_2.8	861141	SVO	DAN_	3	1	2	7.906	2.44
Polish_2.8	9778878	SOV	DAN_	3	1	2	7.918	2.358
Polish_2.8	9935512	OSV	AND_	1	2	3	7.984	2.337
Portuguese_2.8	1092333	OSV	A_ND	2	1	1	6.326	3.011
Portuguese_2.8	1722075	OSV	A_ND	2	1	1	6.568	3.081
Portuguese_2.8	2755004	SVO	AN_D	1	1	2	6.346	2.816
Portuguese_2.8	2905101	OSV	A_ND	2	1	1	6.32	2.94
Portuguese_2.8	3055511	OSV	A_ND	2	1	1	6.31	2.931
Portuguese_2.8	5926260	SVO	A_ND	2	1	1	6.365	2.763
Portuguese_2.8	6323144	SVO	NA_D	1	2	1	6.411	2.643
Portuguese_2.8	6717118	SVO	A_ND	2	1	1	6.334	2.771
Portuguese_2.8	6897190	OSV	A_DN	1	2	1	6.56	3.077
Portuguese_2.8	9727752	OSV	A_ND	2	1	1	6.439	2.751
Romanian_2.8	4078630	SVO	NA_D	1	2	1	6.994	2.704
Romanian_2.8	6061217	SVO	NA_D	1	2	1	7.035	2.867
Romanian_2.8	7536126	SOV	NA_D	1	2	1	6.998	2.93
Romanian_2.8	9709539	SOV	NA_D	1	2	1	7.012	2.901
Russian_2.8	2537270	SVO	NDA_	2	3	1	8.378	2.617
Russian_2.8	3731360	SVO	DNA_	3	2	1	8.364	2.634
Russian_2.8	9087686	SVO	DNA_	3	2	1	8.367	2.65
Russian_2.8	9512977	SVO	DNA_	3	2	1	8.354	2.637
Russian_2.8	9996376	SVO	DNA_	3	2	1	8.353	2.671
Sanskrit_2.8	1234638	SVO	A_DN	1	2	1	7.105	2.2
Sanskrit_2.8	1748178	SVO	A_DN	1	2	1	7.115	2.43
Sanskrit_2.8	1942427	SVO	A_DN	1	2	1	7.113	2.14
Sanskrit_2.8	2795991	SOV	A_DN	1	2	1	7.167	2.423
Sanskrit_2.8	312214	SVO	A_DN	1	2	1	7.102	2.155
Sanskrit_2.8	4874388	SVO	A_DN	1	2	1	7.152	2.139
Sanskrit_2.8	4958695	SOV	AD_N	1	1	2	7.153	2.18
Sanskrit_2.8	5563883	SVO	AD_N	1	1	2	7.113	2.314
Sanskrit_2.8	6038103	SVO	AD_N	1	1	2	7.111	2.26
Sanskrit_2.8	6705312	SOV	AD_N	1	1	2	7.097	2.316
Sanskrit_2.8	7994405	SOV	NA_D	1	2	1	7.143	2.269
Sanskrit_2.8	8243075	SVO	AD_N	1	1	2	7.122	2.125
Scottish_Gaelic_2.8	1243274	SVO	A_DN	1	2	1	5.517	3.017
Scottish_Gaelic_2.8	1969583	OSV	AN_D	1	1	2	5.529	3.225
Scottish_Gaelic_2.8	2292986	OSV	NA_D	1	2	1	5.613	2.983
Scottish_Gaelic_2.8	3352228	OSV	AN_D	1	1	2	5.494	2.877
Scottish_Gaelic_2.8	3673983	SVO	A_ND	2	1	1	5.532	2.744
Scottish_Gaelic_2.8	3710940	OSV	NA_D	1	2	1	5.58	3.343
Scottish_Gaelic_2.8	4642704	OSV	NA_D	1	2	1	5.512	2.764
Scottish_Gaelic_2.8	634396	SVO	A_DN	1	2	1	5.559	2.767
Scottish_Gaelic_2.8	6922969	SVO	A_DN	1	2	1	5.738	3.472
Scottish_Gaelic_2.8	7379669	OSV	NA_D	1	2	1	5.506	2.855
Serbian_2.8	1534025	SVO	A_ND	2	1	1	7.315	2.532
Serbian_2.8	1915825	OSV	A_ND	2	1	1	7.332	2.712
Serbian_2.8	2985718	OSV	A_ND	2	1	1	7.302	2.627
Serbian_2.8	301619	OSV	A_DN	1	2	1	7.299	2.525
Serbian_2.8	3230593	OSV	DA_N	2	1	1	7.269	2.525
Serbian_2.8	4315962	SVO	A_DN	1	2	1	7.365	3.145
Serbian_2.8	5555396	OSV	NAD_	1	3	2	7.272	2.592
Serbian_2.8	5935602	OSV	DA_N	2	1	1	7.264	2.534
Serbian_2.8	7062189	OSV	DA_N	2	1	1	7.271	2.531
Serbian_2.8	8245400	OSV	DA_N	2	1	1	7.261	2.524
Serbian_2.8	888026	OSV	DA_N	2	1	1	7.272	2.598
Serbian_2.8	9241441	SVO	DNA_	3	2	1	7.518	3.315
Serbian_2.8	968773	OSV	DA_N	2	1	1	7.26	2.528
Slovak_2.8	1588879	OSV	DA_N	2	1	1	7.831	2.194
Slovak_2.8	329198	OSV	AN_D	1	1	2	7.844	2.076
Slovak_2.8	4651530	SVO	DAN_	3	1	2	7.875	2.074
Slovak_2.8	5709375	SOV	DAN_	3	1	2	7.836	nan
Slovak_2.8	6043509	OSV	A_ND	2	1	1	7.848	2.259
Slovak_2.8	8014599	SVO	NA_D	1	2	1	7.869	2.099
Slovak_2.8	8078491	OSV	DAN_	3	1	2	7.87	2.186
Slovak_2.8	823624	OSV	DAN_	3	1	2	7.864	2.059
Slovak_2.8	8953026	SVO	NDA_	2	3	1	7.842	2.473
Slovak_2.8	9508320	SVO	A_ND	2	1	1	7.87	2.055
Slovenian_2.8	2209907	OSV	AN_D	1	1	2	7.752	2.787
Slovenian_2.8	3367159	OSV	NA_D	1	2	1	7.752	2.656
Slovenian_2.8	3583823	OSV	DAN_	3	1	2	7.687	2.528
Slovenian_2.8	441177	OSV	NDA_	2	3	1	7.691	2.616
Slovenian_2.8	5885691	OSV	AN_D	1	1	2	7.738	2.557
Slovenian_2.8	7511265	OSV	NA_D	1	2	1	7.707	2.428
Spanish_2.8	1841066	SVO	NA_D	1	2	1	6.373	2.805
Spanish_2.8	3759374	SVO	NA_D	1	2	1	6.362	2.789
Spanish_2.8	4331361	SVO	AND_	1	2	3	6.421	2.762
Spanish_2.8	7763071	SVO	NA_D	1	2	1	6.406	2.883
Spanish_2.8	8892739	SVO	NA_D	1	2	1	6.386	2.765
Spanish_2.8	9480510	OSV	AND_	1	2	3	6.474	3.081
Swedish_2.8	1966380	SVO	NDA_	2	3	1	7.076	2.713
Swedish_2.8	7068380	SVO	NDA_	2	3	1	7.081	2.446
Swedish_2.8	7080762	SVO	ADN_	2	1	3	7.058	2.555
Swedish_2.8	8164648	SVO	ADN_	2	1	3	7.022	2.583
Swedish_2.8	818044	SVO	NDA_	2	3	1	7.038	2.676
Thai_2.8	4675872	OSV	A_ND	2	1	1	6.486	2.963
Thai_2.8	4808880	SOV	DNA_	3	2	1	6.527	2.673
Thai_2.8	6243320	SVO	DAN_	3	1	2	6.494	2.625
Thai_2.8	7559805	OSV	A_ND	2	1	1	6.455	2.872
Thai_2.8	874093	SVO	DAN_	3	1	2	6.526	2.668
Thai_2.8	9038321	SVO	A_ND	2	1	1	6.491	2.715
Thai_2.8	9384870	OSV	DAN_	3	1	2	6.501	2.969
Thai_2.8	9560773	OSV	NA_D	1	2	1	6.49	2.926
Turkish_2.8	1040406	SOV	AND_	1	2	3	8.297	2.318
Turkish_2.8	1114023	OSV	AND_	1	2	3	8.292	2.297
Turkish_2.8	1345388	SOV	AND_	1	2	3	8.34	2.249
Turkish_2.8	2697666	OSV	NAD_	1	3	2	8.293	2.303
Turkish_2.8	4444375	SOV	AND_	1	2	3	8.284	2.346
Turkish_2.8	45139	SOV	AND_	1	2	3	8.285	2.344
Turkish_2.8	6654495	SOV	AND_	1	2	3	8.285	2.342
Ukrainian_2.8	3008388	OSV	NDA_	2	3	1	8.632	2.695
Ukrainian_2.8	6710181	SVO	NDA_	2	3	1	8.63	2.671
Ukrainian_2.8	6734492	SOV	NDA_	2	3	1	8.634	2.942
Ukrainian_2.8	6792234	SVO	NDA_	2	3	1	8.63	2.766
Ukrainian_2.8	6815094	SVO	DA_N	2	1	1	8.64	2.719
Ukrainian_2.8	731312	SVO	DNA_	3	2	1	8.632	2.683
Ukrainian_2.8	7514970	SVO	NDA_	2	3	1	8.65	2.623
Ukrainian_2.8	9570948	SVO	DAN_	3	1	2	8.645	2.862
Upper_Sorbian_2.8	1759295	OSV	NA_D	1	2	1	7.344	2.552
Upper_Sorbian_2.8	178539	SVO	A_DN	1	2	1	7.347	2.716
Upper_Sorbian_2.8	3363074	OSV	DNA_	3	2	1	7.394	2.569
Upper_Sorbian_2.8	5074002	SVO	A_DN	1	2	1	7.364	2.663
Upper_Sorbian_2.8	6481968	OSV	NA_D	1	2	1	7.322	2.681
Upper_Sorbian_2.8	7120665	SVO	NA_D	1	2	1	7.34	2.634
Upper_Sorbian_2.8	7508651	SVO	AD_N	1	1	2	7.351	2.617
Upper_Sorbian_2.8	7976514	OSV	A_DN	1	2	1	7.342	2.604
Urdu_2.8	1029960	SVO	NAD_	1	3	2	5.949	3.157
Urdu_2.8	1185884	SVO	NDA_	2	3	1	6.302	6.531
Urdu_2.8	2186578	OSV	NAD_	1	3	2	5.957	3.179
Urdu_2.8	4743531	SVO	NDA_	2	3	1	5.823	3.01
Urdu_2.8	5608438	SVO	NDA_	2	3	1	5.823	3.001
Urdu_2.8	5877086	SVO	NAD_	1	3	2	6.203	3.291
Urdu_2.8	9359836	SVO	NDA_	2	3	1	5.824	3.001
Urdu_2.8	9773214	SVO	NAD_	1	3	2	5.958	3.184
Uyghur_2.8	2091600	OSV	AND_	1	2	3	8.184	2.418
Uyghur_2.8	2244213	SVO	NAD_	1	3	2	8.254	2.292
Uyghur_2.8	2503897	OSV	ADN_	2	1	3	8.182	2.424
Uyghur_2.8	6574593	SOV	DAN_	3	1	2	8.183	2.485
Uyghur_2.8	8820220	SOV	ADN_	2	1	3	8.184	2.417
Uyghur_2.8	960566	OSV	AND_	1	2	3	8.158	2.453
Uyghur_2.8	9670421	OSV	DNA_	3	2	1	8.178	2.377
Vietnamese_2.8	2351814	SOV	A_DN	1	2	1	6.605	2.494
Vietnamese_2.8	4381534	SOV	NAD_	1	3	2	6.578	2.614
Vietnamese_2.8	8040206	SOV	NA_D	1	2	1	6.636	2.518
Welsh_2.8	1660402	OSV	A_ND	2	1	1	6.192	2.387
Welsh_2.8	4156828	OSV	A_ND	2	1	1	6.19	2.418
Welsh_2.8	4617210	SVO	DAN_	3	1	2	6.173	2.396
Welsh_2.8	6237580	OSV	A_ND	2	1	1	6.202	2.423
Welsh_2.8	7588325	OSV	A_ND	2	1	1	6.174	2.375
Welsh_2.8	7782459	OSV	A_ND	2	1	1	6.227	2.379
Welsh_2.8	8673540	OSV	DNA_	3	2	1	6.194	2.34
Welsh_2.8	9827068	OSV	DNA_	3	2	1	6.209	2.514
Welsh_2.8	9941639	SVO	DAN_	3	1	2	6.221	2.544
Western_Armenian_2.8	2435153	OSV	AD_N	1	1	2	7.859	2.721
Western_Armenian_2.8	305645	OSV	AD_N	1	1	2	7.858	2.691
Western_Armenian_2.8	3502526	OSV	AD_N	1	1	2	7.857	2.835
Western_Armenian_2.8	4765831	OSV	NAD_	1	3	2	7.858	2.733
Western_Armenian_2.8	7503613	OSV	AD_N	1	1	2	7.889	2.657
Western_Armenian_2.8	8028205	SVO	AN_D	1	1	2	7.889	2.642
Western_Armenian_2.8	8203443	SVO	AN_D	1	1	2	7.858	2.701
Western_Armenian_2.8	9560493	SVO	NA_D	1	2	1	7.909	2.693
Wolof_2.8	1166884	SVO	A_DN	1	2	1	6.012	2.748
Wolof_2.8	264321	SVO	NAD_	1	3	2	5.836	2.699
Wolof_2.8	2663932	SVO	NDA_	2	3	1	5.862	2.923
Wolof_2.8	4040411	SVO	NDA_	2	3	1	5.867	2.726
Wolof_2.8	4605726	SVO	NAD_	1	3	2	5.869	2.691
Wolof_2.8	4828180	SVO	NAD_	1	3	2	5.847	2.871
Wolof_2.8	5322030	SVO	A_DN	1	2	1	5.869	2.853
Wolof_2.8	5594229	SVO	A_ND	2	1	1	5.89	2.735
Wolof_2.8	5757949	SVO	NAD_	1	3	2	5.842	2.886
Wolof_2.8	7394007	SVO	NDA_	2	3	1	5.841	2.859
Wolof_2.8	8185004	SVO	NAD_	1	3	2	5.847	2.868
Wolof_2.8	835341	SVO	A_ND	2	1	1	5.904	2.797
Wolof_2.8	956908	SVO	A_ND	2	1	1	5.895	3.015
