language	ID	basic	np	Dist_D	Dist_N	Dist_A	Surprisal2	DepLen
Arabic_2.8	9481624	OSV	NAD_	1	3	2	2.452	3.06
Arabic_2.8	9936109	OSV	NDA_	2	3	1	2.486	3.682
Armenian_2.8	2333060	SVO	DNA_	3	2	1	7.955	2.587
Armenian_2.8	2647675	SVO	DNA_	3	2	1	7.963	2.617
Armenian_2.8	2742663	SVO	DAN_	3	1	2	7.944	2.897
Armenian_2.8	2748717	SVO	NA_D	1	2	1	7.949	3.531
Armenian_2.8	2876976	SVO	NA_D	1	2	1	7.947	2.984
Armenian_2.8	3388026	SVO	NA_D	1	2	1	7.942	3.783
Armenian_2.8	3896992	SVO	DNA_	3	2	1	7.973	2.605
Armenian_2.8	4704782	SVO	NA_D	1	2	1	7.906	3.121
Armenian_2.8	5144484	SVO	NA_D	1	2	1	7.898	2.98
Armenian_2.8	6662377	SVO	DNA_	3	2	1	8.008	2.631
Armenian_2.8	7893642	SVO	DNA_	3	2	1	7.975	2.571
Armenian_2.8	8697457	SVO	NA_D	1	2	1	7.989	3.458
Bambara_2.8	1795737	SOV	A_DN	1	2	1	4.436	2.394
Bambara_2.8	3275371	SOV	NDA_	2	3	1	4.337	2.722
Bambara_2.8	3559654	OSV	A_DN	1	2	1	4.404	2.217
Bambara_2.8	444962	SOV	A_DN	1	2	1	4.355	2.165
Bambara_2.8	622613	SVO	DNA_	3	2	1	4.352	3.816
Bambara_2.8	689786	SOV	A_DN	1	2	1	4.386	1.968
Bambara_2.8	7088547	SOV	NA_D	1	2	1	4.414	2.071
Bambara_2.8	8710943	SOV	NA_D	1	2	1	4.413	2.067
Bambara_2.8	9189018	SVO	A_DN	1	2	1	4.399	2.039
Basque_2.8	1149169	OSV	A_DN	1	2	1	8.075	3.209
Basque_2.8	1154590	OSV	DNA_	3	2	1	7.895	2.113
Basque_2.8	3032902	OSV	DAN_	3	1	2	7.882	2.16
Basque_2.8	406142	SOV	A_ND	2	1	1	7.943	3.307
Basque_2.8	47748	OSV	DNA_	3	2	1	7.904	2.1
Basque_2.8	5799701	OSV	DNA_	3	2	1	7.895	2.112
Basque_2.8	5895	SOV	DNA_	3	2	1	7.882	2.161
Basque_2.8	6297907	OSV	DNA_	3	2	1	7.889	2.119
Basque_2.8	8259174	SOV	DNA_	3	2	1	7.81	2.577
Basque_2.8	8721504	SOV	DNA_	3	2	1	7.883	2.136
Basque_2.8	9236731	SOV	DNA_	3	2	1	7.801	2.556
Basque_2.8	9237521	SOV	DNA_	3	2	1	7.813	2.609
Basque_2.8	9541653	SOV	DNA_	3	2	1	7.867	2.2
Belarusian_2.8	1346346	SVO	DA_N	2	1	1	8.08	2.642
Belarusian_2.8	3546718	SVO	NAD_	1	3	2	8.113	2.632
Belarusian_2.8	3588256	OSV	NDA_	2	3	1	8.173	2.242
Belarusian_2.8	4952207	SVO	DA_N	2	1	1	8.091	2.504
Belarusian_2.8	567082	SVO	A_ND	2	1	1	8.106	2.777
Belarusian_2.8	5796318	OSV	DA_N	2	1	1	8.178	2.326
Belarusian_2.8	6289854	SVO	A_DN	1	2	1	8.111	2.749
Belarusian_2.8	7487997	OSV	DA_N	2	1	1	8.171	2.266
Belarusian_2.8	9776015	SVO	NDA_	2	3	1	8.135	2.283
Breton_2.8	2322856	SOV	DA_N	2	1	1	5.959	3.189
Breton_2.8	3262543	OSV	AN_D	1	1	2	5.944	2.667
Breton_2.8	406766	OSV	DA_N	2	1	1	6.103	2.059
Breton_2.8	4603412	OSV	A_ND	2	1	1	6.007	2.074
Breton_2.8	48823	SOV	DAN_	3	1	2	6.059	2.098
Breton_2.8	4978448	OSV	AD_N	1	1	2	6.041	2.697
Breton_2.8	5702285	SOV	DAN_	3	1	2	6.049	3.321
Breton_2.8	5723303	SOV	DAN_	3	1	2	5.933	2.277
Breton_2.8	9172996	OSV	A_ND	2	1	1	6.018	2.073
Breton_2.8	9871099	SOV	A_ND	2	1	1	6.065	2.124
Bulgarian_2.8	1592425	SOV	NA_D	1	2	1	7.348	2.83
Bulgarian_2.8	2001068	SOV	DA_N	2	1	1	7.35	3.015
Bulgarian_2.8	2279246	OSV	ADN_	2	1	3	7.413	2.222
Bulgarian_2.8	2830403	OSV	ADN_	2	1	3	7.434	2.293
Bulgarian_2.8	3259556	SOV	NA_D	1	2	1	7.347	2.914
Bulgarian_2.8	5565803	OSV	DAN_	3	1	2	7.439	2.31
Bulgarian_2.8	7750907	SOV	NA_D	1	2	1	7.338	2.925
Bulgarian_2.8	8505921	SVO	AND_	1	2	3	7.438	2.27
Bulgarian_2.8	9055444	SOV	AN_D	1	1	2	7.43	3.148
Buryat_2.8	1264413	SVO	NA_D	1	2	1	7.943	2.015
Buryat_2.8	1288975	SVO	NA_D	1	2	1	7.928	2.044
Buryat_2.8	2498148	SOV	NDA_	2	3	1	7.863	2.184
Buryat_2.8	2499283	SOV	A_DN	1	2	1	7.867	2.21
Buryat_2.8	318056	SOV	A_DN	1	2	1	7.867	2.228
Buryat_2.8	3815377	SOV	DAN_	3	1	2	7.868	2.251
Buryat_2.8	3978178	SOV	DAN_	3	1	2	7.892	2.313
Buryat_2.8	4026311	SOV	DNA_	3	2	1	7.919	1.978
Buryat_2.8	4795987	SOV	NA_D	1	2	1	7.886	2.214
Buryat_2.8	5333672	SOV	DNA_	3	2	1	7.862	2.292
Buryat_2.8	5411592	SVO	NAD_	1	3	2	7.894	2.302
Buryat_2.8	5683947	SOV	DAN_	3	1	2	7.866	2.424
Buryat_2.8	579378	SOV	A_DN	1	2	1	7.866	2.217
Buryat_2.8	6200964	SOV	DA_N	2	1	1	7.872	2.234
Buryat_2.8	6326700	SVO	NDA_	2	3	1	7.944	2.035
Buryat_2.8	6646683	SVO	NDA_	2	3	1	7.916	2.366
Buryat_2.8	684445	SOV	NDA_	2	3	1	7.872	2.374
Buryat_2.8	6887942	SVO	NDA_	2	3	1	7.944	2.033
Buryat_2.8	773690	SOV	DNA_	3	2	1	7.909	1.981
Buryat_2.8	8040017	SVO	NDA_	2	3	1	7.95	2.051
Buryat_2.8	9283805	SOV	NDA_	2	3	1	7.875	2.397
Buryat_2.8	9904168	SVO	DNA_	3	2	1	7.943	2.026
Cantonese_2.8	17672	OSV	ADN_	2	1	3	5.376	2.402
Cantonese_2.8	3639280	SOV	DNA_	3	2	1	5.233	3.17
Cantonese_2.8	4138706	SOV	A_ND	2	1	1	5.273	3.531
Cantonese_2.8	4488373	SVO	ADN_	2	1	3	5.265	2.679
Cantonese_2.8	4847888	SVO	DAN_	3	1	2	5.346	2.407
Cantonese_2.8	5119539	SVO	DAN_	3	1	2	5.35	2.408
Cantonese_2.8	5369330	SVO	A_ND	2	1	1	5.302	3.063
Cantonese_2.8	5829980	SVO	NA_D	1	2	1	5.381	2.689
Cantonese_2.8	6159003	OSV	A_DN	1	2	1	5.369	2.381
Cantonese_2.8	6539679	SOV	NDA_	2	3	1	5.289	3.2
Cantonese_2.8	6777798	SVO	A_DN	1	2	1	5.398	2.32
Cantonese_2.8	8234059	SOV	DNA_	3	2	1	5.29	2.822
Cantonese_2.8	8706710	SVO	ADN_	2	1	3	5.342	2.407
Cantonese_2.8	9279634	OSV	NAD_	1	3	2	5.419	2.483
Cantonese_2.8	992326	SOV	ADN_	2	1	3	5.271	3.309
Catalan_2.8	1859886	SVO	A_ND	2	1	1	5.894	2.816
Catalan_2.8	2033817	SVO	AN_D	1	1	2	5.796	2.862
Catalan_2.8	2520360	SVO	AN_D	1	1	2	5.876	3.033
Catalan_2.8	2559712	OSV	A_DN	1	2	1	5.896	3.05
Catalan_2.8	3762524	OSV	A_DN	1	2	1	5.887	3.042
Catalan_2.8	3932493	SVO	A_DN	1	2	1	5.832	3.011
Catalan_2.8	4147929	SVO	AN_D	1	1	2	5.796	2.863
Catalan_2.8	440425	OSV	A_DN	1	2	1	5.94	3.489
Catalan_2.8	4679809	SVO	AN_D	1	1	2	5.811	2.917
Catalan_2.8	5211796	SVO	AN_D	1	1	2	5.855	3.29
Catalan_2.8	7893247	SVO	AN_D	1	1	2	5.867	3.218
Catalan_2.8	8852343	SVO	AN_D	1	1	2	5.832	2.932
Catalan_2.8	9813109	SVO	AN_D	1	1	2	5.806	3.102
Chinese_2.8	185614	SOV	DAN_	3	1	2	7.507	2.996
Chinese_2.8	2121837	SVO	AN_D	1	1	2	7.501	2.779
Chinese_2.8	2373382	SVO	DAN_	3	1	2	7.569	2.664
Chinese_2.8	260729	SOV	A_ND	2	1	1	7.468	3.271
Chinese_2.8	2718048	OSV	DAN_	3	1	2	7.508	2.629
Chinese_2.8	3119414	OSV	DNA_	3	2	1	7.541	2.644
Chinese_2.8	6003868	SOV	DAN_	3	1	2	7.578	3.753
Chinese_2.8	6176183	SVO	DAN_	3	1	2	7.478	2.912
Chinese_2.8	6286788	SVO	AN_D	1	1	2	7.513	3.101
Chinese_2.8	7827990	SVO	NAD_	1	3	2	7.503	2.952
Chinese_2.8	8304291	OSV	DAN_	3	1	2	7.523	2.668
Chinese_2.8	8841996	SVO	DAN_	3	1	2	7.524	2.666
Chinese_2.8	9255774	SOV	AD_N	1	1	2	7.475	3.09
Classical_Chinese_2.8	1058065	SOV	DNA_	3	2	1	5.548	1.6
Classical_Chinese_2.8	1848565	SOV	DNA_	3	2	1	5.554	1.592
Classical_Chinese_2.8	2274872	SOV	A_ND	2	1	1	5.519	1.786
Classical_Chinese_2.8	3527377	SOV	DA_N	2	1	1	5.552	1.724
Classical_Chinese_2.8	3795470	SOV	DAN_	3	1	2	5.501	1.707
Classical_Chinese_2.8	5329604	SOV	DNA_	3	2	1	5.554	1.601
Classical_Chinese_2.8	5573602	SOV	DA_N	2	1	1	5.53	1.742
Classical_Chinese_2.8	9631458	SOV	DA_N	2	1	1	5.556	1.597
Coptic_2.8	2451148	SVO	NA_D	1	2	1	4.576	3.291
Coptic_2.8	2694197	SVO	A_ND	2	1	1	4.661	4.807
Coptic_2.8	2982980	SVO	DA_N	2	1	1	4.518	3.206
Coptic_2.8	3173433	SVO	NA_D	1	2	1	4.557	2.813
Coptic_2.8	3318710	SVO	DNA_	3	2	1	4.479	3.114
Coptic_2.8	3443329	SVO	AN_D	1	1	2	4.536	2.776
Coptic_2.8	3597502	SVO	NA_D	1	2	1	4.447	3.099
Coptic_2.8	4189940	SVO	DA_N	2	1	1	4.619	2.903
Coptic_2.8	4195145	SVO	A_ND	2	1	1	4.494	2.684
Coptic_2.8	4386014	SVO	A_DN	1	2	1	4.612	2.671
Coptic_2.8	534408	SVO	A_DN	1	2	1	4.522	2.727
Croatian_2.8	1715514	OSV	DA_N	2	1	1	7.777	2.832
Croatian_2.8	2305724	SVO	NAD_	1	3	2	7.82	3.719
Croatian_2.8	2836174	SVO	NA_D	1	2	1	7.861	2.432
Croatian_2.8	6055484	SOV	DA_N	2	1	1	7.731	3.111
Croatian_2.8	644837	SOV	DA_N	2	1	1	7.769	3.064
Croatian_2.8	6504596	SOV	DA_N	2	1	1	7.797	3.231
Croatian_2.8	9569594	SOV	DA_N	2	1	1	7.731	2.999
Croatian_2.8	9919936	OSV	NA_D	1	2	1	7.797	2.541
Danish_2.8	2573491	SOV	NAD_	1	3	2	7.082	3.64
Danish_2.8	5163207	SOV	DAN_	3	1	2	7.082	3.706
Danish_2.8	5943277	OSV	ADN_	2	1	3	7.094	2.628
Danish_2.8	6886832	OSV	DAN_	3	1	2	7.054	3.252
Danish_2.8	8433765	SVO	AN_D	1	1	2	7.179	2.517
Danish_2.8	8559440	OSV	AN_D	1	1	2	7.161	2.676
Danish_2.8	885645	OSV	A_ND	2	1	1	7.069	3.44
Danish_2.8	9889500	OSV	DAN_	3	1	2	7.017	3.167
Dutch_2.8	17117	SVO	NA_D	1	2	1	6.671	2.76
Dutch_2.8	1751401	SVO	A_DN	1	2	1	6.716	2.84
Dutch_2.8	2629756	SVO	NA_D	1	2	1	6.819	2.468
Dutch_2.8	3006871	OSV	A_DN	1	2	1	6.802	2.412
Dutch_2.8	3077195	OSV	A_ND	2	1	1	6.834	2.385
Dutch_2.8	3293167	SVO	NA_D	1	2	1	6.74	2.365
Dutch_2.8	371573	SVO	AN_D	1	1	2	6.681	2.811
Dutch_2.8	5030925	SVO	NA_D	1	2	1	6.769	2.46
Dutch_2.8	5342828	SVO	NA_D	1	2	1	6.799	2.592
Dutch_2.8	5891765	OSV	A_ND	2	1	1	6.828	2.428
Dutch_2.8	6672728	SVO	NA_D	1	2	1	6.798	2.352
Dutch_2.8	8875132	SVO	A_DN	1	2	1	6.795	2.617
English_2.8	1152321	SVO	NDA_	2	3	1	6.623	2.735
English_2.8	2509537	SVO	NA_D	1	2	1	6.549	2.591
English_2.8	2940338	SVO	AN_D	1	1	2	6.495	2.947
English_2.8	5628379	SVO	NA_D	1	2	1	6.545	2.871
English_2.8	9077640	SVO	NDA_	2	3	1	6.543	2.476
English_2.8	9853672	SVO	NDA_	2	3	1	6.517	2.851
Erzya_2.8	1155014	SVO	A_DN	1	2	1	7.941	2.294
Erzya_2.8	238856	SVO	NDA_	2	3	1	7.955	2.039
Erzya_2.8	3199731	SOV	A_DN	1	2	1	8.017	2.079
Erzya_2.8	3484177	SVO	NDA_	2	3	1	7.94	2.114
Erzya_2.8	4145784	SOV	AD_N	1	1	2	7.978	2.092
Erzya_2.8	4412119	SOV	NA_D	1	2	1	7.987	2.096
Erzya_2.8	4780007	SOV	DAN_	3	1	2	7.928	2.172
Erzya_2.8	5569876	SOV	AD_N	1	1	2	8.004	2.093
Erzya_2.8	5984841	SVO	NAD_	1	3	2	7.972	2.015
Erzya_2.8	8264864	SVO	A_DN	1	2	1	7.966	2.194
Erzya_2.8	8294194	SOV	AD_N	1	1	2	7.955	2.399
Erzya_2.8	9059391	SOV	DAN_	3	1	2	7.936	2.21
Erzya_2.8	9282545	SVO	AD_N	1	1	2	7.962	2.24
Estonian_2.8	1640278	SVO	AND_	1	2	3	8.694	2.469
Estonian_2.8	5687684	OSV	DAN_	3	1	2	8.61	2.316
Estonian_2.8	71126	SVO	DAN_	3	1	2	8.629	2.317
Estonian_2.8	9174886	SVO	DAN_	3	1	2	8.705	2.47
Faroese_2.8	1770417	OSV	DNA_	3	2	1	5.828	2.453
Faroese_2.8	1916109	SVO	DAN_	3	1	2	5.789	3.424
Faroese_2.8	2848769	SVO	DA_N	2	1	1	5.785	2.549
Faroese_2.8	3410756	SVO	DNA_	3	2	1	5.793	2.795
Faroese_2.8	3859720	SVO	NDA_	2	3	1	5.825	2.601
Faroese_2.8	4064401	SVO	DAN_	3	1	2	5.809	2.756
Faroese_2.8	7061025	SVO	A_DN	1	2	1	5.801	3.094
Faroese_2.8	7365804	SVO	A_DN	1	2	1	5.752	3.126
Faroese_2.8	7458992	SVO	DAN_	3	1	2	5.79	2.64
Faroese_2.8	7664560	OSV	NDA_	2	3	1	5.828	2.752
Faroese_2.8	8565120	SVO	AND_	1	2	3	5.89	2.659
Faroese_2.8	8650056	SVO	DA_N	2	1	1	5.867	3.307
Faroese_2.8	8897479	SVO	DAN_	3	1	2	5.8	2.638
Faroese_2.8	9365948	SVO	DAN_	3	1	2	5.721	3.22
Finnish_2.8	4852813	OSV	DNA_	3	2	1	8.834	2.147
Finnish_2.8	5127112	SVO	DAN_	3	1	2	8.874	2.253
Finnish_2.8	7062022	SVO	DAN_	3	1	2	8.846	2.168
Finnish_2.8	7212485	SOV	DAN_	3	1	2	8.79	2.69
French_2.8	1858918	SVO	NA_D	1	2	1	6.176	2.807
French_2.8	4706929	SVO	A_ND	2	1	1	6.122	3.38
French_2.8	6078015	SVO	ADN_	2	1	3	6.199	2.811
French_2.8	6534560	SVO	A_ND	2	1	1	6.123	3.371
French_2.8	9130670	SVO	A_ND	2	1	1	6.16	3.551
French_2.8	948783	SVO	NA_D	1	2	1	6.075	2.696
Galician_2.8	1420610	SVO	A_DN	1	2	1	6.234	3.315
Galician_2.8	1974385	SVO	A_DN	1	2	1	6.424	3.294
Galician_2.8	2683574	SVO	A_DN	1	2	1	6.396	3.063
Galician_2.8	2793620	SVO	A_DN	1	2	1	6.233	3.215
Galician_2.8	2834353	SVO	A_DN	1	2	1	6.366	2.672
Galician_2.8	5056746	OSV	NAD_	1	3	2	6.397	3.539
Galician_2.8	5947406	SVO	A_DN	1	2	1	6.233	3.216
Galician_2.8	622935	SVO	A_DN	1	2	1	6.237	3.362
Galician_2.8	6908679	OSV	NAD_	1	3	2	6.378	3.39
Galician_2.8	7364633	OSV	A_DN	1	2	1	6.239	3.334
Galician_2.8	8402081	SVO	A_DN	1	2	1	6.275	3.459
Galician_2.8	8499491	SVO	A_DN	1	2	1	6.415	4.282
Galician_2.8	9911409	SVO	A_DN	1	2	1	6.283	3.157
German-GSD_2.6	1313751	SOV	NA_D	1	2	1	7.519	3.243
German-GSD_2.6	1967732	SVO	AN_D	1	1	2	7.525	2.478
German-GSD_2.6	2577428	OSV	A_DN	1	2	1	7.622	2.566
German-GSD_2.6	3594581	OSV	NA_D	1	2	1	7.555	2.558
German-GSD_2.6	4609969	SVO	NA_D	1	2	1	7.51	2.863
German-GSD_2.6	4900838	SVO	AN_D	1	1	2	7.498	2.921
German-GSD_2.6	7246418	SVO	AN_D	1	1	2	7.48	2.76
German-GSD_2.6	8750518	SVO	NA_D	1	2	1	7.532	2.413
German-GSD_2.6	9446059	SVO	AN_D	1	1	2	7.493	2.493
Gothic_2.8	1477836	OSV	DA_N	2	1	1	6.316	2.382
Gothic_2.8	1857461	SVO	DA_N	2	1	1	6.284	2.739
Gothic_2.8	2919449	SVO	DA_N	2	1	1	6.278	3.261
Gothic_2.8	3229859	SOV	NDA_	2	3	1	6.386	2.305
Gothic_2.8	3950902	SOV	DA_N	2	1	1	6.296	3.006
Gothic_2.8	4679747	SOV	DA_N	2	1	1	6.288	2.762
Gothic_2.8	4714902	OSV	DA_N	2	1	1	6.305	3.12
Gothic_2.8	4765840	SVO	DNA_	3	2	1	6.269	2.711
Gothic_2.8	511730	OSV	DA_N	2	1	1	6.32	2.456
Gothic_2.8	6922675	SVO	A_ND	2	1	1	6.279	3.147
Gothic_2.8	7635766	SVO	DA_N	2	1	1	6.273	2.814
Gothic_2.8	8710713	SOV	DA_N	2	1	1	6.249	3.521
Gothic_2.8	9419758	SOV	ADN_	2	1	3	6.326	2.265
Greek_2.8	1752886	SVO	NA_D	1	2	1	6.844	3.807
Greek_2.8	2773600	SVO	NA_D	1	2	1	6.737	2.645
Greek_2.8	3979854	SVO	NA_D	1	2	1	6.732	2.761
Greek_2.8	5036275	OSV	A_DN	1	2	1	6.78	2.656
Greek_2.8	520076	SVO	NA_D	1	2	1	6.704	2.731
Greek_2.8	568894	SVO	NA_D	1	2	1	6.659	3.458
Greek_2.8	578180	OSV	AN_D	1	1	2	6.903	2.684
Greek_2.8	6465336	OSV	A_DN	1	2	1	6.747	2.76
Greek_2.8	7726193	OSV	A_DN	1	2	1	6.75	2.739
Hebrew_2.8	1317312	SOV	DNA_	3	2	1	6.389	3.202
Hebrew_2.8	3258002	SOV	ADN_	2	1	3	6.375	2.832
Hebrew_2.8	4657991	OSV	ADN_	2	1	3	6.434	2.829
Hebrew_2.8	566304	OSV	DAN_	3	1	2	6.365	2.796
Hebrew_2.8	6971902	SVO	ADN_	2	1	3	6.425	2.637
Hebrew_2.8	7391015	SOV	AN_D	1	1	2	6.361	3.305
Hebrew_2.8	8765759	SVO	ADN_	2	1	3	6.424	2.616
Hebrew_2.8	9268105	SVO	AN_D	1	1	2	6.488	2.819
Hebrew_2.8	9288214	SVO	ADN_	2	1	3	6.468	2.65
Hindi_2.8	2696375	SVO	DNA_	3	2	1	5.913	2.709
Hindi_2.8	326375	SOV	DNA_	3	2	1	5.724	3.448
Hindi_2.8	4293454	SOV	DNA_	3	2	1	5.934	3.683
Hindi_2.8	6143737	OSV	DNA_	3	2	1	5.87	2.648
Hindi_2.8	7050623	SVO	NDA_	2	3	1	5.884	2.718
Hindi_2.8	8023721	SVO	DNA_	3	2	1	5.929	2.744
Hindi_2.8	8986109	SVO	DNA_	3	2	1	5.927	2.687
Hungarian_2.8	1344233	SOV	AD_N	1	1	2	7.951	3.012
Hungarian_2.8	3088403	SOV	NA_D	1	2	1	7.951	3.141
Hungarian_2.8	4253601	SOV	DAN_	3	1	2	8.008	4.493
Hungarian_2.8	5331184	SVO	AN_D	1	1	2	8.054	2.556
Hungarian_2.8	6592562	SOV	ADN_	2	1	3	7.942	3.134
Hungarian_2.8	6849757	SVO	DAN_	3	1	2	8.015	2.608
Hungarian_2.8	8162302	SOV	AN_D	1	1	2	8.048	2.709
Hungarian_2.8	8772020	SOV	AD_N	1	1	2	7.945	3.149
Hungarian_2.8	9755947	SOV	AN_D	1	1	2	8.028	2.621
Hungarian_2.8	9791943	OSV	NDA_	2	3	1	7.95	3.088
Icelandic_2.8	107159	SVO	A_DN	1	2	1	6.774	3.019
Icelandic_2.8	1301665	SVO	A_DN	1	2	1	6.739	2.897
Icelandic_2.8	2527363	OSV	DAN_	3	1	2	6.698	3.446
Icelandic_2.8	254363	SVO	DNA_	3	2	1	6.702	3.057
Icelandic_2.8	2638791	OSV	ADN_	2	1	3	6.763	3.148
Icelandic_2.8	3079512	SVO	DAN_	3	1	2	6.643	3.617
Icelandic_2.8	6276149	SVO	AD_N	1	1	2	6.773	3.182
Icelandic_2.8	6747792	SVO	DAN_	3	1	2	6.685	3.76
Icelandic_2.8	6904814	SVO	DAN_	3	1	2	6.65	3.676
Icelandic_2.8	8135156	OSV	A_ND	2	1	1	6.714	3.116
Icelandic_2.8	9785568	SVO	NDA_	2	3	1	6.731	3.076
Indonesian_2.8	1355501	SVO	DNA_	3	2	1	7.512	2.774
Indonesian_2.8	3898256	SVO	NA_D	1	2	1	7.557	2.432
Indonesian_2.8	4306998	OSV	DNA_	3	2	1	7.59	3.285
Indonesian_2.8	4518817	SVO	NA_D	1	2	1	7.623	2.632
Indonesian_2.8	4547612	SVO	DNA_	3	2	1	7.509	2.707
Indonesian_2.8	4580809	SVO	AN_D	1	1	2	7.595	2.492
Indonesian_2.8	4922595	SVO	DNA_	3	2	1	7.519	2.693
Indonesian_2.8	5015251	SVO	NA_D	1	2	1	7.569	2.51
Indonesian_2.8	6759091	SVO	NA_D	1	2	1	7.727	2.901
Indonesian_2.8	8021584	SVO	NA_D	1	2	1	7.558	2.436
Indonesian_2.8	9104370	SVO	NA_D	1	2	1	7.593	2.629
Indonesian_2.8	9115945	SVO	DNA_	3	2	1	7.558	2.432
Indonesian_2.8	9134185	SVO	DNA_	3	2	1	7.513	2.698
Indonesian_2.8	9596857	SVO	NDA_	2	3	1	7.625	2.611
Indonesian_2.8	9715672	OSV	NDA_	2	3	1	7.628	2.68
Irish_2.8	2724515	OSV	A_DN	1	2	1	6.5	3.341
Irish_2.8	2800458	SVO	NDA_	2	3	1	6.521	2.681
Irish_2.8	2812112	SOV	DA_N	2	1	1	6.498	3.102
Irish_2.8	381220	OSV	DA_N	2	1	1	6.495	3.094
Irish_2.8	4406160	SVO	NA_D	1	2	1	6.548	2.816
Irish_2.8	4691035	OSV	A_DN	1	2	1	6.501	3.349
Irish_2.8	5131805	OSV	NA_D	1	2	1	6.522	3.16
Irish_2.8	5328752	SVO	NDA_	2	3	1	6.564	3.434
Irish_2.8	5378162	SVO	NA_D	1	2	1	6.552	2.83
Irish_2.8	6774587	SOV	NDA_	2	3	1	6.488	3.218
Irish_2.8	9291713	OSV	NDA_	2	3	1	6.571	2.921
Irish_2.8	9517571	SVO	NDA_	2	3	1	6.523	2.683
Irish_2.8	9701308	OSV	A_DN	1	2	1	6.497	3.382
Italian_2.8	4213270	SVO	NAD_	1	3	2	6.324	2.787
Italian_2.8	440458	SVO	NA_D	1	2	1	6.235	3.114
Italian_2.8	7178945	SVO	NA_D	1	2	1	6.621	5.644
Japanese-GSD_2.6	1019150	SOV	AND_	1	2	3	6.303	2.891
Japanese-GSD_2.6	2078078	SVO	NAD_	1	3	2	6.391	3.287
Japanese-GSD_2.6	2513825	SOV	ADN_	2	1	3	6.456	2.817
Japanese-GSD_2.6	2975254	SOV	AND_	1	2	3	6.308	2.918
Japanese-GSD_2.6	4025756	SVO	AD_N	1	1	2	6.462	3.068
Japanese-GSD_2.6	5729035	SVO	NA_D	1	2	1	6.381	3.215
Japanese-GSD_2.6	6825370	SVO	NA_D	1	2	1	6.393	3.344
Japanese-GSD_2.6	6837136	SOV	DNA_	3	2	1	6.346	2.958
Japanese-GSD_2.6	7000367	SOV	NAD_	1	3	2	6.347	3.099
Japanese-GSD_2.6	7252287	SOV	DNA_	3	2	1	6.306	2.896
Kazakh_2.8	1884258	OSV	DAN_	3	1	2	7.873	2.107
Kazakh_2.8	2580927	SOV	DNA_	3	2	1	7.889	1.986
