language	ID	basic	np	Dist_D	Dist_N	Dist_A	Surprisal2	DepLen
Bambara_2.8	7149661	SVO	NA_D	1	2	1	4.4	2.001
Bambara_2.8	8246990	SVO	AN_D	1	1	2	4.323	2.084
Bambara_2.8	8267099	SOV	A_ND	2	1	1	4.361	2.207
Bambara_2.8	9132917	SVO	AN_D	1	1	2	4.341	1.974
Bambara_2.8	9254409	SVO	A_DN	1	2	1	4.363	2.342
Bambara_2.8	9609912	SOV	A_DN	1	2	1	4.355	2.103
Basque_2.8	1328175	OSV	DNA_	3	2	1	7.858	2.118
Basque_2.8	1384082	SOV	DNA_	3	2	1	7.787	2.475
Basque_2.8	2150853	OSV	DNA_	3	2	1	7.848	2.155
Basque_2.8	2164115	OSV	DNA_	3	2	1	7.839	2.08
Basque_2.8	2505243	SOV	DNA_	3	2	1	7.804	2.833
Basque_2.8	3040262	SOV	DNA_	3	2	1	7.779	2.502
Basque_2.8	3439837	SOV	DNA_	3	2	1	7.794	2.494
Basque_2.8	3805062	OSV	DNA_	3	2	1	7.872	2.211
Basque_2.8	6017732	SOV	DNA_	3	2	1	7.791	2.435
Basque_2.8	6126512	SOV	A_ND	2	1	1	7.816	2.519
Basque_2.8	8126798	SOV	DNA_	3	2	1	7.781	2.717
Belarusian_2.8	2431414	SVO	DA_N	2	1	1	8.11	2.342
Belarusian_2.8	5321810	SVO	NDA_	2	3	1	8.129	2.357
Belarusian_2.8	6571145	SVO	DA_N	2	1	1	8.089	2.567
Belarusian_2.8	808948	SVO	DA_N	2	1	1	8.117	2.057
Belarusian_2.8	9424839	SVO	DA_N	2	1	1	8.122	2.051
Belarusian_2.8	9778847	SVO	DA_N	2	1	1	8.119	2.047
Breton_2.8	1107053	OSV	A_ND	2	1	1	5.952	2.717
Breton_2.8	1168445	SOV	DAN_	3	1	2	5.957	2.64
Breton_2.8	1662401	OSV	AN_D	1	1	2	5.988	2.635
Breton_2.8	2520837	OSV	A_ND	2	1	1	5.982	2.574
Breton_2.8	3524010	OSV	DAN_	3	1	2	5.968	2.619
Breton_2.8	4647339	OSV	DA_N	2	1	1	6.049	1.93
Breton_2.8	6571450	SOV	DA_N	2	1	1	6.05	1.933
Breton_2.8	8389301	SOV	DA_N	2	1	1	6.061	1.929
Breton_2.8	8946106	SOV	DAN_	3	1	2	5.97	2.591
Bulgarian_2.8	1643554	SOV	DAN_	3	1	2	7.371	2.38
Bulgarian_2.8	3108238	OSV	DAN_	3	1	2	7.436	1.961
Bulgarian_2.8	5933743	SOV	AN_D	1	1	2	7.472	2.802
Bulgarian_2.8	7766837	OSV	ADN_	2	1	3	7.422	1.969
Bulgarian_2.8	8511461	SOV	DAN_	3	1	2	7.377	2.401
Bulgarian_2.8	8884616	OSV	A_ND	2	1	1	7.487	2.206
Buryat_2.8	1275769	SOV	A_DN	1	2	1	7.872	2.232
Buryat_2.8	1350568	SOV	DA_N	2	1	1	7.882	2.137
Buryat_2.8	2768577	SVO	AN_D	1	1	2	7.916	2.167
Buryat_2.8	3672926	SOV	NDA_	2	3	1	7.898	2.255
Buryat_2.8	4549540	SOV	NDA_	2	3	1	7.869	2.283
Buryat_2.8	5130408	SOV	DA_N	2	1	1	7.873	2.186
Buryat_2.8	5502130	SOV	DAN_	3	1	2	7.904	1.989
Buryat_2.8	6636709	SOV	DAN_	3	1	2	7.904	1.989
Buryat_2.8	6970791	SVO	NAD_	1	3	2	7.887	2.253
Buryat_2.8	7130527	SVO	NAD_	1	3	2	7.894	2.296
Buryat_2.8	9266550	SOV	DNA_	3	2	1	7.873	2.426
Buryat_2.8	978611	SOV	NDA_	2	3	1	7.876	2.194
Cantonese_2.8	1625792	SVO	ADN_	2	1	3	5.368	2.312
Cantonese_2.8	1642879	SOV	DAN_	3	1	2	5.292	3.137
Cantonese_2.8	2431587	SOV	DNA_	3	2	1	5.299	3.168
Cantonese_2.8	5966597	SOV	DAN_	3	1	2	5.325	3.128
Cantonese_2.8	6941150	SOV	ADN_	2	1	3	5.275	3.404
Cantonese_2.8	8091256	SOV	DAN_	3	1	2	5.252	3.066
Cantonese_2.8	8782728	SOV	ADN_	2	1	3	5.26	3.09
Catalan_2.8	2862031	SOV	NA_D	1	2	1	5.749	3.526
Catalan_2.8	2964454	SVO	A_DN	1	2	1	5.848	2.861
Catalan_2.8	3798376	SVO	A_DN	1	2	1	5.802	2.521
Catalan_2.8	5100660	SVO	A_DN	1	2	1	5.843	2.967
Catalan_2.8	6601448	SVO	A_DN	1	2	1	5.779	2.777
Catalan_2.8	9040652	SVO	A_DN	1	2	1	5.768	2.759
Catalan_2.8	9598635	SVO	A_DN	1	2	1	5.777	2.693
Chinese_2.8	1135125	SOV	DA_N	2	1	1	7.47	2.933
Chinese_2.8	176809	OSV	DAN_	3	1	2	7.539	2.523
Chinese_2.8	2950648	SOV	AD_N	1	1	2	7.494	3.1
Chinese_2.8	3542697	SOV	ADN_	2	1	3	7.485	2.98
Chinese_2.8	4688000	OSV	ADN_	2	1	3	7.532	2.542
Chinese_2.8	4820425	OSV	ADN_	2	1	3	7.531	2.552
Chinese_2.8	5032529	SOV	ADN_	2	1	3	7.493	2.993
Chinese_2.8	6277425	SOV	A_ND	2	1	1	7.48	2.986
Chinese_2.8	7220477	SVO	DAN_	3	1	2	7.533	2.503
Chinese_2.8	9009801	SVO	DAN_	3	1	2	7.536	2.567
Chinese_2.8	9749305	SOV	ADN_	2	1	3	7.485	3.022
Classical_Chinese_2.8	3212490	SOV	DNA_	3	2	1	5.514	1.632
Classical_Chinese_2.8	3614522	SOV	DNA_	3	2	1	5.526	1.575
Classical_Chinese_2.8	3940792	SOV	DA_N	2	1	1	5.494	1.679
Classical_Chinese_2.8	4926532	SOV	DNA_	3	2	1	5.531	1.566
Classical_Chinese_2.8	5533130	SOV	DNA_	3	2	1	5.557	1.583
Classical_Chinese_2.8	5574098	SOV	DNA_	3	2	1	5.534	1.556
Classical_Chinese_2.8	6436979	SOV	DA_N	2	1	1	5.494	1.678
Coptic_2.8	1161831	SVO	NDA_	2	3	1	4.523	2.463
Coptic_2.8	1291384	SVO	DA_N	2	1	1	4.533	2.888
Coptic_2.8	1956358	SVO	NA_D	1	2	1	4.475	2.606
Coptic_2.8	2733207	SVO	DA_N	2	1	1	4.565	3.184
Coptic_2.8	3640779	SVO	DA_N	2	1	1	4.581	3.408
Coptic_2.8	4119426	SVO	DA_N	2	1	1	4.554	2.646
Coptic_2.8	5001538	SVO	DA_N	2	1	1	4.631	3.264
Coptic_2.8	743412	SVO	DA_N	2	1	1	4.549	2.71
Coptic_2.8	7530657	SVO	DA_N	2	1	1	4.491	2.731
Coptic_2.8	8381037	SVO	NA_D	1	2	1	4.473	3.141
Croatian_2.8	1474129	SOV	DA_N	2	1	1	7.805	3.585
Croatian_2.8	1902520	OSV	DA_N	2	1	1	7.77	3.017
Croatian_2.8	5410851	OSV	DA_N	2	1	1	7.784	3.166
Croatian_2.8	8288351	SOV	AD_N	1	1	2	7.802	3.387
Croatian_2.8	8524826	OSV	DA_N	2	1	1	7.784	2.69
Croatian_2.8	9359552	OSV	DA_N	2	1	1	7.804	2.352
Danish_2.8	1863730	OSV	DA_N	2	1	1	7.041	3.217
Danish_2.8	2400128	OSV	NDA_	2	3	1	7.04	3.246
Danish_2.8	3967935	SVO	AN_D	1	1	2	7.124	2.529
Danish_2.8	4666297	OSV	DAN_	3	1	2	7.11	3.804
Danish_2.8	518621	SVO	AN_D	1	1	2	7.064	2.59
Danish_2.8	6194938	SVO	AN_D	1	1	2	7.148	2.711
Danish_2.8	7030558	OSV	DAN_	3	1	2	7.102	2.371
Danish_2.8	7409142	SVO	AN_D	1	1	2	7.062	2.584
Danish_2.8	7666287	SVO	AN_D	1	1	2	7.113	2.3
Danish_2.8	8318795	SVO	AN_D	1	1	2	7.084	2.493
Dutch_2.8	3494745	SVO	NA_D	1	2	1	6.75	2.223
Dutch_2.8	5416216	SVO	NA_D	1	2	1	6.744	2.095
Dutch_2.8	6811566	SOV	NA_D	1	2	1	6.717	2.845
Dutch_2.8	6849869	SVO	NA_D	1	2	1	6.748	2.153
Dutch_2.8	9282336	SVO	NA_D	1	2	1	6.745	2.164
English_2.8	2267060	SVO	A_ND	2	1	1	6.622	2.165
English_2.8	2295172	SVO	AN_D	1	1	2	6.506	2.858
English_2.8	5440138	SVO	NA_D	1	2	1	6.521	2.602
English_2.8	6507574	SVO	AN_D	1	1	2	6.507	2.859
English_2.8	6806543	SVO	NA_D	1	2	1	6.554	2.165
English_2.8	7633354	SVO	A_ND	2	1	1	6.567	2.596
English_2.8	7657604	SVO	NA_D	1	2	1	6.516	2.594
English_2.8	7941227	SVO	NA_D	1	2	1	6.586	2.217
English_2.8	8938793	SVO	AN_D	1	1	2	6.516	2.722
English_2.8	9376928	SVO	NA_D	1	2	1	6.614	2.859
English_2.8	9982188	SVO	NA_D	1	2	1	6.515	2.626
Erzya_2.8	4015565	SVO	DA_N	2	1	1	7.948	2.236
Erzya_2.8	5334627	SVO	AND_	1	2	3	8.024	2.028
Erzya_2.8	6481219	SOV	DA_N	2	1	1	7.942	2.322
Erzya_2.8	6909545	SVO	DA_N	2	1	1	8.014	2.338
Erzya_2.8	7265174	SVO	NDA_	2	3	1	7.987	1.989
Erzya_2.8	7434129	SVO	AD_N	1	1	2	8.019	2.105
Erzya_2.8	7526043	SVO	NDA_	2	3	1	7.963	2.297
Erzya_2.8	765025	SVO	DA_N	2	1	1	7.97	2.345
Erzya_2.8	8091312	SVO	NDA_	2	3	1	7.975	2.01
Erzya_2.8	8602111	SOV	NDA_	2	3	1	7.935	2.218
Estonian_2.8	1469031	SOV	DAN_	3	1	2	8.617	2.945
Estonian_2.8	1578498	SOV	DAN_	3	1	2	8.566	2.832
Estonian_2.8	1789481	SVO	DAN_	3	1	2	8.667	2.252
Estonian_2.8	1855392	OSV	DAN_	3	1	2	8.577	2.893
Estonian_2.8	5428110	SOV	DAN_	3	1	2	8.562	2.887
Estonian_2.8	6207073	SOV	DAN_	3	1	2	8.58	2.538
Estonian_2.8	6550010	SOV	DAN_	3	1	2	8.576	2.619
Estonian_2.8	6654908	SVO	DAN_	3	1	2	8.655	2.224
Estonian_2.8	7655868	OSV	DNA_	3	2	1	8.639	2.166
Estonian_2.8	9160304	SVO	DAN_	3	1	2	8.649	2.213
Estonian_2.8	9665455	OSV	DAN_	3	1	2	8.637	2.154
Faroese_2.8	2901997	SOV	NDA_	2	3	1	5.779	2.792
Faroese_2.8	371147	SVO	DA_N	2	1	1	5.801	2.588
Faroese_2.8	4437833	SVO	DAN_	3	1	2	5.786	3.227
Faroese_2.8	4641107	SVO	DA_N	2	1	1	5.81	2.353
Faroese_2.8	4824605	SVO	NA_D	1	2	1	5.82	2.234
Faroese_2.8	4833445	SVO	NA_D	1	2	1	5.82	2.233
Faroese_2.8	4906708	OSV	DAN_	3	1	2	5.81	2.715
Faroese_2.8	5662704	SOV	NDA_	2	3	1	5.753	3.366
Faroese_2.8	8420685	SVO	NA_D	1	2	1	5.839	2.237
Faroese_2.8	8742013	SVO	NA_D	1	2	1	5.82	2.232
Faroese_2.8	9146964	SVO	DNA_	3	2	1	5.792	2.765
Finnish_2.8	1356491	OSV	AND_	1	2	3	8.786	2.507
Finnish_2.8	2470622	SVO	DAN_	3	1	2	8.868	2.057
Finnish_2.8	3691583	OSV	AND_	1	2	3	8.785	2.508
Finnish_2.8	4275967	OSV	DAN_	3	1	2	8.79	2.573
Finnish_2.8	4596267	SVO	DAN_	3	1	2	8.875	2.116
Finnish_2.8	7638251	OSV	NDA_	2	3	1	8.858	2.016
Finnish_2.8	9309421	OSV	NAD_	1	3	2	8.912	2.191
French_2.8	1396148	SVO	A_ND	2	1	1	6.296	3.177
French_2.8	292330	SVO	A_ND	2	1	1	6.192	2.888
French_2.8	3069846	SVO	NA_D	1	2	1	6.112	2.931
French_2.8	4836978	SVO	NA_D	1	2	1	6.06	2.78
French_2.8	485394	SVO	A_ND	2	1	1	6.111	2.841
French_2.8	5310675	SVO	A_ND	2	1	1	6.177	2.992
French_2.8	5772459	SVO	A_ND	2	1	1	6.094	2.845
French_2.8	9237568	SVO	A_ND	2	1	1	6.087	2.479
French_2.8	9787783	SOV	DAN_	3	1	2	6.191	3.337
French_2.8	9796942	SVO	A_ND	2	1	1	6.08	2.425
Galician_2.8	1172675	SVO	NA_D	1	2	1	6.289	2.405
Galician_2.8	1949171	SVO	A_ND	2	1	1	6.251	3.374
Galician_2.8	3655927	SVO	NA_D	1	2	1	6.494	6.57
Galician_2.8	3800555	SVO	NA_D	1	2	1	6.467	3.242
Galician_2.8	4643884	SVO	NA_D	1	2	1	6.286	2.698
Galician_2.8	515623	SVO	NA_D	1	2	1	6.288	2.425
Galician_2.8	5715284	SVO	NA_D	1	2	1	6.286	2.382
Galician_2.8	5849246	SVO	A_DN	1	2	1	6.301	2.819
Galician_2.8	9500870	SVO	NA_D	1	2	1	6.285	2.382
Gothic_2.8	157433	SOV	DA_N	2	1	1	6.327	2.004
Gothic_2.8	3839939	SOV	A_ND	2	1	1	6.314	2.921
Gothic_2.8	4808221	OSV	DA_N	2	1	1	6.33	2.104
Gothic_2.8	5264254	OSV	DA_N	2	1	1	6.353	2.26
Gothic_2.8	5793216	OSV	DNA_	3	2	1	6.312	2.266
Gothic_2.8	7472922	SVO	NA_D	1	2	1	6.286	2.403
Gothic_2.8	8012464	SOV	DAN_	3	1	2	6.3	2.616
Gothic_2.8	8139123	SVO	NA_D	1	2	1	6.286	2.408
Gothic_2.8	8899115	SVO	NA_D	1	2	1	6.288	2.418
Greek_2.8	1045681	SOV	NA_D	1	2	1	6.67	3.14
Greek_2.8	2664918	SVO	NA_D	1	2	1	6.657	2.833
Greek_2.8	3866238	SVO	NA_D	1	2	1	6.704	2.441
Greek_2.8	4188742	OSV	A_DN	1	2	1	6.824	2.514
Greek_2.8	479270	SVO	NA_D	1	2	1	6.693	2.694
Greek_2.8	7215007	SVO	NA_D	1	2	1	6.687	2.476
Greek_2.8	7266761	SOV	A_DN	1	2	1	6.781	2.89
Greek_2.8	8100468	SVO	NA_D	1	2	1	6.726	2.353
Greek_2.8	8895071	OSV	A_DN	1	2	1	6.779	2.41
Greek_2.8	9317239	SVO	NA_D	1	2	1	6.715	2.898
Hebrew_2.8	7163489	SVO	DA_N	2	1	1	6.362	2.702
Hebrew_2.8	8641600	OSV	DNA_	3	2	1	6.38	2.445
Hebrew_2.8	9385495	SVO	ADN_	2	1	3	6.456	2.484
Hindi_2.8	1106746	OSV	DNA_	3	2	1	6.052	2.752
Hindi_2.8	1136835	SOV	DNA_	3	2	1	5.759	2.89
Hindi_2.8	1911580	OSV	DNA_	3	2	1	5.894	2.434
Hindi_2.8	2933126	SOV	DNA_	3	2	1	5.842	3.68
Hindi_2.8	5202885	SOV	DNA_	3	2	1	6.126	3.851
Hindi_2.8	70757	SOV	DNA_	3	2	1	5.899	3.772
Hindi_2.8	9759287	OSV	DNA_	3	2	1	5.981	2.798
Hungarian_2.8	1202110	OSV	DAN_	3	1	2	7.986	2.577
Hungarian_2.8	4102699	SOV	DAN_	3	1	2	7.963	2.756
Hungarian_2.8	4668883	SOV	DAN_	3	1	2	7.942	3.003
Hungarian_2.8	5139586	OSV	DAN_	3	1	2	7.969	2.762
Hungarian_2.8	519844	OSV	DAN_	3	1	2	7.986	2.573
Hungarian_2.8	668270	SVO	ADN_	2	1	3	8.017	2.466
Hungarian_2.8	7636204	SOV	DAN_	3	1	2	7.948	3.036
Hungarian_2.8	8838147	SVO	AN_D	1	1	2	8.025	2.461
Icelandic_2.8	2382293	OSV	DAN_	3	1	2	6.729	2.941
Icelandic_2.8	3463753	SVO	ADN_	2	1	3	6.694	2.506
Icelandic_2.8	5121868	OSV	ADN_	2	1	3	6.723	3.245
Icelandic_2.8	6029839	SVO	DAN_	3	1	2	6.673	2.856
Icelandic_2.8	6358605	OSV	A_ND	2	1	1	6.876	4.407
Icelandic_2.8	6507625	OSV	AN_D	1	1	2	6.787	3.113
Icelandic_2.8	7214642	SVO	DAN_	3	1	2	6.885	5.194
Icelandic_2.8	7228925	SVO	AND_	1	2	3	6.689	3.325
Icelandic_2.8	8563552	OSV	DAN_	3	1	2	6.719	2.747
Icelandic_2.8	9410193	OSV	DAN_	3	1	2	6.723	2.768
Icelandic_2.8	9748828	SVO	DAN_	3	1	2	6.699	2.795
Indonesian_2.8	10624	SVO	NA_D	1	2	1	7.573	2.682
Indonesian_2.8	1108430	SVO	NA_D	1	2	1	7.558	2.237
Indonesian_2.8	1338588	SVO	NA_D	1	2	1	7.57	2.776
Indonesian_2.8	2327516	SVO	DNA_	3	2	1	7.519	2.729
Indonesian_2.8	3853310	SVO	NA_D	1	2	1	7.537	2.572
Indonesian_2.8	4339012	SVO	NA_D	1	2	1	7.567	2.235
Indonesian_2.8	4805988	SVO	NA_D	1	2	1	7.59	2.286
Indonesian_2.8	6948313	SVO	NA_D	1	2	1	7.604	2.361
Indonesian_2.8	8149994	SVO	NA_D	1	2	1	7.599	2.742
Indonesian_2.8	8527306	SVO	NA_D	1	2	1	7.568	2.377
Indonesian_2.8	8965970	SVO	NA_D	1	2	1	7.6	2.347
Indonesian_2.8	9185055	SVO	NA_D	1	2	1	7.601	2.35
Irish_2.8	1762580	OSV	NA_D	1	2	1	6.501	2.96
Irish_2.8	3490115	OSV	NA_D	1	2	1	6.517	2.74
Irish_2.8	352735	SVO	NA_D	1	2	1	6.558	2.538
Irish_2.8	4405614	OSV	NDA_	2	3	1	6.538	2.451
Irish_2.8	5909281	SOV	DNA_	3	2	1	6.49	2.864
Irish_2.8	7129572	OSV	NDA_	2	3	1	6.538	2.461
Irish_2.8	7630494	SOV	NA_D	1	2	1	6.492	3.084
Irish_2.8	7929181	SOV	DNA_	3	2	1	6.488	2.897
Irish_2.8	8025510	SOV	DNA_	3	2	1	6.5	2.897
Irish_2.8	8630208	SOV	NA_D	1	2	1	6.517	3.16
Italian_2.8	1165283	OSV	NA_D	1	2	1	6.3	2.707
Italian_2.8	2459445	OSV	NA_D	1	2	1	6.172	3.19
Italian_2.8	4404795	SVO	NA_D	1	2	1	6.192	2.984
Italian_2.8	4503725	SVO	NA_D	1	2	1	6.238	2.791
Italian_2.8	5445355	SVO	AN_D	1	1	2	6.273	2.72
Italian_2.8	5464193	OSV	NA_D	1	2	1	6.17	3.239
Italian_2.8	5920673	OSV	NA_D	1	2	1	6.185	3.322
Italian_2.8	7666638	SVO	NA_D	1	2	1	6.252	2.422
Italian_2.8	88337	SVO	NA_D	1	2	1	6.252	2.422
Japanese-GSD_2.8	124858	SOV	ADN_	2	1	3	6.306	2.28
Japanese-GSD_2.8	143024	SOV	DAN_	3	1	2	6.288	2.461
Japanese-GSD_2.8	3057061	SOV	ADN_	2	1	3	6.295	2.377
Japanese-GSD_2.8	4548420	SOV	AD_N	1	1	2	6.481	4.33
Japanese-GSD_2.8	4840688	SOV	DA_N	2	1	1	6.375	2.632
Japanese-GSD_2.8	5305052	SOV	DAN_	3	1	2	6.297	2.47
Japanese-GSD_2.8	5838569	SVO	DA_N	2	1	1	6.415	2.947
Japanese-GSD_2.8	5972044	SOV	ADN_	2	1	3	6.306	2.28
Japanese-GSD_2.8	6591619	SOV	DA_N	2	1	1	6.381	2.673
Japanese-GSD_2.8	9893412	SOV	DA_N	2	1	1	6.398	2.93
Kazakh_2.8	2099706	SOV	DAN_	3	1	2	7.872	2.055
Kazakh_2.8	5808430	SOV	DAN_	3	1	2	7.87	2.032
Kazakh_2.8	6619048	SOV	NDA_	2	3	1	7.9	1.906
Kazakh_2.8	6886047	SOV	DNA_	3	2	1	7.905	1.953
Kazakh_2.8	691933	SOV	NDA_	2	3	1	7.904	1.921
Kazakh_2.8	6985549	SOV	NDA_	2	3	1	7.884	2.057
Kazakh_2.8	7001552	SOV	DNA_	3	2	1	7.915	1.926
Kazakh_2.8	7032254	SOV	DAN_	3	1	2	7.857	2.111
Kazakh_2.8	760562	SOV	DAN_	3	1	2	7.887	2.16
Kiche_2.8	2053371	SOV	NDA_	2	3	1	5.559	1.717
Kiche_2.8	4002046	SOV	A_DN	1	2	1	5.568	1.57
Kiche_2.8	5124572	SOV	A_DN	1	2	1	5.635	1.644
Kiche_2.8	6714974	SOV	NDA_	2	3	1	5.573	1.703
Kiche_2.8	6913816	SOV	DNA_	3	2	1	5.545	1.738
Kiche_2.8	7227329	SOV	DNA_	3	2	1	5.551	2.047
Kiche_2.8	7314573	SOV	A_DN	1	2	1	5.578	1.55
Kiche_2.8	7737016	SOV	NAD_	1	3	2	5.594	1.7
Kiche_2.8	8157735	SOV	A_DN	1	2	1	5.564	1.58
Kiche_2.8	859519	SOV	NDA_	2	3	1	5.569	1.701
Komi_Zyrian_2.8	2958911	SVO	AD_N	1	1	2	7.892	2.028
Komi_Zyrian_2.8	3901674	SVO	NDA_	2	3	1	7.898	2.175
Komi_Zyrian_2.8	394862	OSV	NAD_	1	3	2	7.9	2.003
Komi_Zyrian_2.8	4584326	SVO	NDA_	2	3	1	7.853	2.541
Komi_Zyrian_2.8	4929483	SVO	AD_N	1	1	2	7.884	2.054
Komi_Zyrian_2.8	5194776	SVO	AD_N	1	1	2	7.896	2.007
Komi_Zyrian_2.8	5255784	SVO	AD_N	1	1	2	7.887	2.013
Komi_Zyrian_2.8	5407382	SVO	A_DN	1	2	1	7.84	2.541
Komi_Zyrian_2.8	8959032	SOV	NAD_	1	3	2	7.89	2.055
Komi_Zyrian_2.8	9631922	SVO	NDA_	2	3	1	7.86	2.655
Korean_2.8	1121775	SOV	DAN_	3	1	2	9.727	2.167
Korean_2.8	1245254	SOV	DNA_	3	2	1	9.697	2.657
Korean_2.8	3051922	SOV	DAN_	3	1	2	9.766	2.286
Korean_2.8	4866215	SOV	DAN_	3	1	2	9.637	2.535
Korean_2.8	558983	SOV	ADN_	2	1	3	9.784	2.114
Korean_2.8	7125935	SOV	DNA_	3	2	1	9.768	2.193
Korean_2.8	9680721	SOV	ADN_	2	1	3	9.781	2.119
Kurmanji_2.8	1284215	OSV	A_DN	1	2	1	6.371	2.955
Kurmanji_2.8	2426615	SOV	NA_D	1	2	1	6.381	2.85
Kurmanji_2.8	3142887	SVO	NAD_	1	3	2	6.41	2.434
Kurmanji_2.8	3283470	OSV	NDA_	2	3	1	6.486	1.911
Kurmanji_2.8	6090531	SVO	DAN_	3	1	2	6.465	1.912
Kurmanji_2.8	6684502	SVO	NDA_	2	3	1	6.458	2.237
Kurmanji_2.8	8476958	SVO	AND_	1	2	3	6.462	2.153
Kurmanji_2.8	9716915	OSV	NDA_	2	3	1	6.467	1.916
Latin_2.8	1261210	SOV	NAD_	1	3	2	7.485	2.495
Latin_2.8	2056378	SOV	ADN_	2	1	3	7.487	3.303
Latin_2.8	274029	SOV	NAD_	1	3	2	7.508	2.304
Latin_2.8	4867504	SOV	NAD_	1	3	2	7.546	2.302
Latin_2.8	5852217	SOV	NAD_	1	3	2	7.516	2.576
Latin_2.8	6456087	SOV	NAD_	1	3	2	7.506	2.215
Latin_2.8	7639593	SOV	NAD_	1	3	2	7.514	2.21
Latin_2.8	7793590	SOV	NAD_	1	3	2	7.507	2.213
Latin_2.8	8310302	SOV	NAD_	1	3	2	7.462	3.678
Latin_2.8	8474180	SOV	NAD_	1	3	2	7.527	2.26
Latin_2.8	9078876	SOV	NAD_	1	3	2	7.517	2.322
Latvian_2.8	2249351	SVO	DAN_	3	1	2	8.455	2.883
Latvian_2.8	3105151	SVO	DAN_	3	1	2	8.543	2.184
Latvian_2.8	3322519	SVO	DAN_	3	1	2	8.545	2.165
Latvian_2.8	5495923	SVO	ADN_	2	1	3	8.487	2.987
Latvian_2.8	5597405	SVO	ADN_	2	1	3	8.457	3.048
