language	ID	basic	np	Dist_D	Dist_N	Dist_A	Surprisal2	DepLen
Cantonese_2.8	9607069	SOV	A_ND	2	1	1	5.285	2.843
Catalan_2.8	3629447	SVO	NA_D	1	2	1	5.735	3.269
Catalan_2.8	4359347	SVO	NA_D	1	2	1	5.749	3.267
Catalan_2.8	8297675	SVO	NA_D	1	2	1	5.759	3.543
Chinese_2.8	1285277	SOV	ADN_	2	1	3	7.486	2.941
Chinese_2.8	3563297	SOV	AN_D	1	1	2	7.477	2.967
Chinese_2.8	4087934	SOV	DAN_	3	1	2	7.521	3.15
Chinese_2.8	474515	SOV	A_ND	2	1	1	7.499	3.068
Chinese_2.8	5278554	SVO	DAN_	3	1	2	7.482	2.832
Chinese_2.8	6335163	OSV	AN_D	1	1	2	7.482	2.92
Classical_Chinese_2.8	1227472	SOV	AN_D	1	1	2	5.512	1.719
Classical_Chinese_2.8	1574553	SOV	DNA_	3	2	1	5.51	1.828
Classical_Chinese_2.8	3104810	SOV	DNA_	3	2	1	5.514	1.708
Classical_Chinese_2.8	3598797	SOV	A_ND	2	1	1	5.521	1.727
Classical_Chinese_2.8	6023172	SOV	DA_N	2	1	1	5.513	1.718
Classical_Chinese_2.8	6984541	SOV	DA_N	2	1	1	5.526	1.677
Classical_Chinese_2.8	810861	SOV	DA_N	2	1	1	5.554	1.692
Coptic_2.8	1080111	SVO	NA_D	1	2	1	4.508	3.458
Coptic_2.8	4908458	SVO	NDA_	2	3	1	4.48	2.935
Coptic_2.8	6218843	SVO	A_ND	2	1	1	4.493	2.949
Coptic_2.8	7790001	SVO	DA_N	2	1	1	4.44	2.966
Coptic_2.8	8971766	SVO	DA_N	2	1	1	4.518	2.812
Croatian_2.8	112532	SOV	DA_N	2	1	1	7.749	3.121
Croatian_2.8	5082451	SOV	DA_N	2	1	1	7.781	2.732
Croatian_2.8	6377206	SOV	DA_N	2	1	1	7.847	2.779
Croatian_2.8	7166336	SVO	DA_N	2	1	1	7.786	2.756
Croatian_2.8	9152875	OSV	DA_N	2	1	1	7.783	2.821
Croatian_2.8	9494979	SOV	AD_N	1	1	2	7.779	3.033
Croatian_2.8	980507	SOV	NAD_	1	3	2	7.795	2.746
Czech-PDT_2.8	224124	SVO	DNA_	3	2	1	7.87	2.875
Czech-PDT_2.8	5035426	SVO	DNA_	3	2	1	7.921	2.922
Czech-PDT_2.8	5120979	SVO	DNA_	3	2	1	7.883	2.866
Czech-PDT_2.8	6998499	SOV	NDA_	2	3	1	7.906	3.218
Czech-PDT_2.8	9881521	SOV	DNA_	3	2	1	7.912	2.612
Danish_2.8	1776786	SVO	AN_D	1	1	2	7.068	3.649
Danish_2.8	3018197	SVO	DAN_	3	1	2	7.027	2.938
Danish_2.8	3715839	OSV	A_DN	1	2	1	7.081	3.045
Danish_2.8	4149077	SVO	NDA_	2	3	1	7.032	2.953
Danish_2.8	5110361	OSV	NDA_	2	3	1	7.116	2.885
Dutch_2.8	1739266	SVO	NA_D	1	2	1	6.679	2.644
Dutch_2.8	1874941	SVO	NA_D	1	2	1	6.677	2.638
Dutch_2.8	4776688	SVO	A_ND	2	1	1	6.748	2.637
Dutch_2.8	8031722	SVO	NA_D	1	2	1	6.73	2.666
Dutch_2.8	8089625	SVO	NA_D	1	2	1	6.692	2.808
Dutch_2.8	8136731	SVO	A_ND	2	1	1	6.74	2.603
Dutch_2.8	8836059	SVO	NA_D	1	2	1	6.691	2.71
Dutch_2.8	9909087	SVO	NA_D	1	2	1	6.698	2.653
English_2.8	1384961	SVO	AN_D	1	1	2	6.482	2.627
English_2.8	224494	SVO	A_ND	2	1	1	6.519	2.599
English_2.8	2959685	SVO	A_DN	1	2	1	6.557	2.877
English_2.8	376126	SVO	NA_D	1	2	1	6.482	2.812
English_2.8	4813089	SVO	NA_D	1	2	1	6.483	2.823
English_2.8	4918323	SVO	NDA_	2	3	1	6.536	3.013
Erzya_2.8	1356531	SVO	NDA_	2	3	1	7.938	2.112
Erzya_2.8	3623252	SVO	NDA_	2	3	1	7.932	2.122
Erzya_2.8	4744367	SVO	A_DN	1	2	1	7.955	2.186
Erzya_2.8	5645542	SVO	NDA_	2	3	1	7.961	2.102
Estonian_2.8	152665	SOV	DAN_	3	1	2	8.555	2.734
Estonian_2.8	1915405	OSV	DAN_	3	1	2	8.608	2.646
Estonian_2.8	3020177	SOV	DAN_	3	1	2	8.542	2.739
Estonian_2.8	3567822	SOV	DAN_	3	1	2	8.544	2.774
Estonian_2.8	525287	OSV	DAN_	3	1	2	8.61	2.928
Estonian_2.8	7243994	OSV	DAN_	3	1	2	8.539	2.845
Estonian_2.8	9135625	SOV	DAN_	3	1	2	8.555	2.774
Estonian_2.8	9648788	OSV	DAN_	3	1	2	8.54	2.83
Faroese_2.8	101873	SVO	DAN_	3	1	2	5.76	2.732
Faroese_2.8	110127	SVO	AN_D	1	1	2	5.755	2.783
Faroese_2.8	2594450	SVO	NDA_	2	3	1	5.793	2.86
Faroese_2.8	3784468	SVO	DAN_	3	1	2	5.756	2.768
Faroese_2.8	4928295	SVO	NA_D	1	2	1	5.735	3.159
Faroese_2.8	6503321	SVO	DAN_	3	1	2	5.748	2.732
Faroese_2.8	6614383	SVO	A_ND	2	1	1	5.754	2.652
Faroese_2.8	6825125	SVO	DAN_	3	1	2	5.749	2.747
Faroese_2.8	6860964	SVO	AN_D	1	1	2	5.752	2.869
Faroese_2.8	9130617	SVO	DA_N	2	1	1	5.738	2.868
Faroese_2.8	9776461	SVO	DA_N	2	1	1	5.743	2.646
Finnish_2.8	3329498	OSV	AND_	1	2	3	8.763	2.412
Finnish_2.8	5029708	OSV	DAN_	3	1	2	8.791	2.47
Finnish_2.8	5678438	OSV	DAN_	3	1	2	8.779	2.579
Finnish_2.8	9821862	OSV	AND_	1	2	3	8.766	2.413
French_2.8	1370537	OSV	A_ND	2	1	1	6.056	3.253
French_2.8	9664480	SVO	AN_D	1	1	2	6.151	3.602
Galician_2.8	6235836	OSV	A_DN	1	2	1	6.296	3.181
Galician_2.8	82903	SVO	A_DN	1	2	1	6.502	3.551
Galician_2.8	9243509	SVO	A_DN	1	2	1	6.276	3.194
German-GSD_2.6	2386164	SVO	AN_D	1	1	2	7.453	2.779
German-GSD_2.6	249166	SVO	AN_D	1	1	2	7.451	2.784
German-GSD_2.6	5047139	SVO	AN_D	1	1	2	7.527	2.848
German-GSD_2.6	6108629	OSV	AN_D	1	1	2	7.582	2.614
German-GSD_2.6	7011539	SVO	NA_D	1	2	1	7.486	3.017
German-GSD_2.6	7669583	SVO	AN_D	1	1	2	7.487	2.876
German-GSD_2.6	8376293	SVO	NA_D	1	2	1	7.478	2.634
German-GSD_2.8	7377264	SVO	AN_D	1	1	2	7.474	2.801
German-GSD_2.8	8855071	SOV	AD_N	1	1	2	7.482	2.901
German-GSD_2.8	9304386	SVO	AN_D	1	1	2	7.497	2.682
German-GSD_2.8	9752960	OSV	AN_D	1	1	2	7.49	2.593
Gothic_2.8	3705617	SOV	DA_N	2	1	1	6.27	2.573
Gothic_2.8	4592312	SOV	DA_N	2	1	1	6.277	2.852
Gothic_2.8	4964711	SVO	DA_N	2	1	1	6.272	2.567
Gothic_2.8	6083255	OSV	DA_N	2	1	1	6.288	2.566
Gothic_2.8	9601541	OSV	DA_N	2	1	1	6.348	2.366
Gothic_2.8	9679765	SOV	DA_N	2	1	1	6.28	2.848
Greek_2.8	3839441	SVO	A_DN	1	2	1	6.705	3.196
Greek_2.8	5819963	SVO	A_DN	1	2	1	6.701	3.21
Greek_2.8	772551	SOV	NA_D	1	2	1	6.691	3.428
Hebrew_2.8	4913410	SOV	ADN_	2	1	3	6.363	2.939
Hindi_2.8	442965	OSV	DNA_	3	2	1	5.829	3.155
Hindi_2.8	6396236	SVO	DNA_	3	2	1	5.971	3.131
Hindi_2.8	741015	OSV	DNA_	3	2	1	5.825	3.098
Hindi_2.8	7561655	SVO	DNA_	3	2	1	5.901	2.837
Hindi_2.8	8437645	OSV	DNA_	3	2	1	5.869	2.787
Hindi_2.8	9479324	OSV	DNA_	3	2	1	5.761	2.96
Hungarian_2.8	3040127	SVO	DAN_	3	1	2	7.971	3.058
Hungarian_2.8	3546518	OSV	DAN_	3	1	2	7.946	3.092
Hungarian_2.8	4252019	OSV	AD_N	1	1	2	7.956	3.078
Hungarian_2.8	5554386	SVO	DAN_	3	1	2	7.968	3.032
Hungarian_2.8	7635884	OSV	DAN_	3	1	2	8.006	3.097
Hungarian_2.8	8178845	SOV	DAN_	3	1	2	7.993	3.262
Hungarian_2.8	8526586	OSV	ADN_	2	1	3	7.957	3.073
Hungarian_2.8	8921954	SVO	DAN_	3	1	2	7.941	3.111
Hungarian_2.8	9091677	SOV	DAN_	3	1	2	7.979	3.228
Hungarian_2.8	9880115	OSV	AD_N	1	1	2	7.959	2.886
Icelandic_2.8	3536750	OSV	NA_D	1	2	1	6.75	3.106
Icelandic_2.8	5999190	SVO	DNA_	3	2	1	6.699	3.004
Icelandic_2.8	6680925	OSV	DA_N	2	1	1	6.962	5.275
Icelandic_2.8	696994	SVO	DAN_	3	1	2	6.797	3.401
Icelandic_2.8	8094557	SVO	DNA_	3	2	1	6.686	3.089
Icelandic_2.8	8346527	SVO	DAN_	3	1	2	6.713	3.282
Icelandic_2.8	8557226	SVO	DAN_	3	1	2	6.687	2.896
Indonesian_2.8	1420178	SVO	DNA_	3	2	1	7.519	2.644
Indonesian_2.8	285528	SVO	NA_D	1	2	1	7.576	2.698
Indonesian_2.8	3126206	SVO	NA_D	1	2	1	7.524	2.724
Indonesian_2.8	3606003	SVO	NA_D	1	2	1	7.578	2.678
Indonesian_2.8	5680702	SVO	DA_N	2	1	1	7.576	3.208
Indonesian_2.8	9587973	SVO	NA_D	1	2	1	7.585	2.702
Irish_2.8	7324479	SVO	NA_D	1	2	1	6.509	3.104
Irish_2.8	7769779	OSV	A_DN	1	2	1	6.623	3.115
Irish_2.8	794575	OSV	A_DN	1	2	1	6.511	3.137
Irish_2.8	9135874	SVO	A_DN	1	2	1	6.559	3.232
Italian_2.8	1298757	OSV	NA_D	1	2	1	6.223	3.08
Italian_2.8	1337599	OSV	NA_D	1	2	1	6.208	3.25
Italian_2.8	3481599	OSV	NA_D	1	2	1	6.182	2.88
Italian_2.8	3586275	OSV	NA_D	1	2	1	6.258	3.105
Italian_2.8	5963349	OSV	NA_D	1	2	1	6.181	2.923
Italian_2.8	6752404	OSV	AN_D	1	1	2	6.262	2.708
Italian_2.8	8160488	SVO	AN_D	1	1	2	6.185	2.996
Italian_2.8	8535517	OSV	NA_D	1	2	1	6.227	3.048
Japanese-GSD_2.6	2376120	SVO	NA_D	1	2	1	6.382	3.097
Japanese-GSD_2.6	3609088	SOV	AND_	1	2	3	6.311	2.798
Japanese-GSD_2.6	524257	SOV	AND_	1	2	3	6.514	2.82
Japanese-GSD_2.6	5940368	SOV	DNA_	3	2	1	6.307	2.807
Japanese-GSD_2.6	7352756	SOV	DAN_	3	1	2	6.409	2.99
Japanese-GSD_2.6	7446410	SVO	NA_D	1	2	1	6.392	3.09
Japanese-GSD_2.6	9255440	SOV	AND_	1	2	3	6.318	2.779
Japanese-GSD_2.8	5250935	SOV	DAN_	3	1	2	6.259	2.736
Japanese-GSD_2.8	5292836	SOV	DAN_	3	1	2	6.259	2.728
Japanese-GSD_2.8	860770	SVO	AD_N	1	1	2	6.346	3.32
Kazakh_2.8	4084174	SOV	DAN_	3	1	2	7.864	2.127
Kazakh_2.8	7708225	OSV	DAN_	3	1	2	7.907	2.157
Kazakh_2.8	8732689	SOV	DAN_	3	1	2	7.864	2.042
Kazakh_2.8	9386617	OSV	AN_D	1	1	2	7.876	2.305
Kazakh_2.8	9663883	SOV	DAN_	3	1	2	7.878	2.12
Kiche_2.8	8878419	SOV	NAD_	1	3	2	5.551	2.166
Komi_Zyrian_2.8	3931890	SVO	A_ND	2	1	1	7.837	2.454
Komi_Zyrian_2.8	7278056	SVO	A_DN	1	2	1	7.811	2.485
Komi_Zyrian_2.8	7374369	SVO	DA_N	2	1	1	7.857	2.385
Komi_Zyrian_2.8	781132	SVO	NA_D	1	2	1	7.821	2.466
Komi_Zyrian_2.8	8891307	SVO	A_DN	1	2	1	7.856	2.488
Korean_2.8	4752136	SOV	DAN_	3	1	2	9.625	2.579
Kurmanji_2.8	4651211	SVO	A_DN	1	2	1	6.407	2.456
Kurmanji_2.8	4908874	SVO	NDA_	2	3	1	6.392	2.474
Kurmanji_2.8	5019784	SOV	A_DN	1	2	1	6.378	2.651
Kurmanji_2.8	5896921	SVO	A_DN	1	2	1	6.374	2.591
Kurmanji_2.8	6778023	SVO	A_ND	2	1	1	6.367	2.47
Kurmanji_2.8	8816000	OSV	A_ND	2	1	1	6.387	2.518
Latin_2.8	1906266	SOV	NAD_	1	3	2	7.463	2.494
Latin_2.8	203325	SVO	ADN_	2	1	3	7.475	3.225
Latin_2.8	562034	SOV	NAD_	1	3	2	7.559	3.147
Latin_2.8	588602	SVO	ADN_	2	1	3	7.424	3.521
Latin_2.8	7607080	SVO	NAD_	1	3	2	7.409	3.58
Latin_2.8	9346292	SOV	NAD_	1	3	2	7.476	2.65
Latin_2.8	9458418	SOV	NAD_	1	3	2	7.48	2.806
Latvian_2.8	1594487	OSV	ADN_	2	1	3	8.504	2.762
Latvian_2.8	3067702	SVO	DAN_	3	1	2	8.452	2.786
Latvian_2.8	7988650	SVO	ADN_	2	1	3	8.487	3.066
Latvian_2.8	9038188	SVO	DAN_	3	1	2	8.599	3.446
Latvian_2.8	9211476	SVO	DAN_	3	1	2	8.447	2.8
Lithuanian_2.8	1013740	SVO	NDA_	2	3	1	8.096	2.883
Lithuanian_2.8	2478552	SOV	DA_N	2	1	1	8.099	2.956
Lithuanian_2.8	372780	SVO	NDA_	2	3	1	8.101	2.765
Lithuanian_2.8	4902087	SOV	DA_N	2	1	1	8.085	2.844
Lithuanian_2.8	5863936	SOV	NA_D	1	2	1	8.112	2.921
Lithuanian_2.8	7138742	SVO	DA_N	2	1	1	8.098	2.778
Lithuanian_2.8	7695342	SVO	DA_N	2	1	1	8.108	2.718
Lithuanian_2.8	7819456	SVO	DA_N	2	1	1	8.078	2.929
Lithuanian_2.8	7918726	SVO	NDA_	2	3	1	8.098	2.844
Maltese_2.8	1757111	SVO	A_DN	1	2	1	6.618	2.859
Maltese_2.8	1773999	OSV	A_ND	2	1	1	6.606	2.604
Maltese_2.8	1988895	OSV	A_ND	2	1	1	6.606	2.582
Maltese_2.8	2484343	OSV	DA_N	2	1	1	6.62	2.773
Maltese_2.8	3578376	SVO	A_ND	2	1	1	6.658	3.118
Maltese_2.8	6530696	OSV	A_ND	2	1	1	6.642	3.15
Manx_2.8	2969886	SVO	A_DN	1	2	1	4.833	2.071
Manx_2.8	4159510	SVO	A_ND	2	1	1	4.852	2.082
Manx_2.8	491911	SVO	A_DN	1	2	1	4.834	2.052
Manx_2.8	6586179	SVO	AN_D	1	1	2	4.839	1.995
Mbya_Guarani_2.8	3431594	SVO	DA_N	2	1	1	1.13	2.236
Mbya_Guarani_2.8	4373141	SVO	A_DN	1	2	1	1.113	2.108
Mbya_Guarani_2.8	7482427	SOV	DAN_	3	1	2	1.121	2.094
Mbya_Guarani_2.8	9427230	SVO	A_ND	2	1	1	1.095	2.109
Naija_2.8	177523	SVO	A_DN	1	2	1	4.357	3.435
Naija_2.8	4773001	SVO	DA_N	2	1	1	4.726	3.573
Naija_2.8	5767720	SVO	DA_N	2	1	1	4.373	3.081
Naija_2.8	6844205	SVO	DA_N	2	1	1	4.324	3.036
Naija_2.8	8351284	SVO	DA_N	2	1	1	4.323	3.031
Naija_2.8	8427013	SVO	DNA_	3	2	1	4.34	3.812
North_Sami_2.8	1051281	SVO	NAD_	1	3	2	7.303	2.456
North_Sami_2.8	3503470	SVO	DNA_	3	2	1	7.312	2.049
North_Sami_2.8	3746960	SVO	NAD_	1	3	2	7.306	2.334
North_Sami_2.8	4187638	SOV	NA_D	1	2	1	7.311	2.293
North_Sami_2.8	5254245	SVO	NAD_	1	3	2	7.333	2.024
North_Sami_2.8	6284507	SVO	AD_N	1	1	2	7.312	2.405
North_Sami_2.8	7544828	SVO	NA_D	1	2	1	7.318	2.226
North_Sami_2.8	7740358	SOV	NA_D	1	2	1	7.311	2.437
North_Sami_2.8	9254807	SVO	NA_D	1	2	1	7.321	2.09
Norwegian_2.8	5211729	OSV	NAD_	1	3	2	6.82	2.666
Norwegian_2.8	6242307	SOV	AND_	1	2	3	6.859	2.78
Old_Church_Slavonic_2.8	1248298	SVO	DAN_	3	1	2	6.116	2.45
Old_Church_Slavonic_2.8	1960042	SOV	DAN_	3	1	2	6.107	2.652
Old_Church_Slavonic_2.8	2064383	SVO	DA_N	2	1	1	6.198	2.448
Old_Church_Slavonic_2.8	3058339	SVO	DNA_	3	2	1	6.165	2.435
Old_Church_Slavonic_2.8	4002828	SVO	NDA_	2	3	1	6.1	2.692
Old_East_Slavic_2.8	2222197	SOV	DNA_	3	2	1	7.496	2.641
Old_East_Slavic_2.8	4769439	SVO	DAN_	3	1	2	7.496	2.576
Old_East_Slavic_2.8	9227781	SOV	A_ND	2	1	1	7.512	2.631
Old_French_2.8	1753721	SVO	DAN_	3	1	2	6.127	2.402
Old_French_2.8	2177399	SOV	DAN_	3	1	2	6.138	2.399
Old_French_2.8	38433	SVO	DAN_	3	1	2	6.105	2.443
Old_French_2.8	4998106	SVO	A_ND	2	1	1	6.111	2.426
Old_French_2.8	7085207	SVO	DAN_	3	1	2	6.107	2.396
Old_French_2.8	7287093	OSV	DAN_	3	1	2	6.147	2.554
Old_French_2.8	8625075	SVO	A_ND	2	1	1	6.122	2.428
Old_French_2.8	9330698	SVO	DAN_	3	1	2	6.107	2.465
Persian_2.8	2035902	SOV	DAN_	3	1	2	6.7	2.666
Persian_2.8	257260	SOV	DAN_	3	1	2	6.757	2.832
Persian_2.8	297666	SOV	DAN_	3	1	2	6.698	2.696
Persian_2.8	4721652	OSV	DA_N	2	1	1	6.814	3.234
Persian_2.8	4890288	SOV	DAN_	3	1	2	6.75	2.796
Persian_2.8	5147196	SOV	DAN_	3	1	2	6.698	2.695
Persian_2.8	5424242	OSV	DA_N	2	1	1	6.795	2.98
Persian_2.8	5771377	SOV	DAN_	3	1	2	6.73	2.694
Persian_2.8	6021487	SOV	DNA_	3	2	1	6.697	2.739
Persian_2.8	8605870	SOV	DAN_	3	1	2	6.748	2.735
Polish_2.8	1956132	SOV	DAN_	3	1	2	7.898	2.661
Polish_2.8	2441734	SVO	DAN_	3	1	2	7.972	2.559
Polish_2.8	4771645	SOV	DAN_	3	1	2	7.883	2.64
Polish_2.8	6618845	SOV	DAN_	3	1	2	7.948	2.412
Polish_2.8	7486853	SVO	DAN_	3	1	2	7.907	2.43
Polish_2.8	774750	SOV	DAN_	3	1	2	7.882	2.669
Polish_2.8	9019548	SOV	DAN_	3	1	2	7.882	2.666
Polish_2.8	9743154	SOV	DAN_	3	1	2	7.883	2.64
Portuguese_2.8	1212002	OSV	NA_D	1	2	1	6.297	3.272
Portuguese_2.8	2891673	OSV	NA_D	1	2	1	6.287	3.192
Portuguese_2.8	3288164	OSV	NA_D	1	2	1	6.289	3.199
Portuguese_2.8	4797618	OSV	A_ND	2	1	1	6.373	3.01
Portuguese_2.8	6001618	OSV	A_ND	2	1	1	6.342	3.056
Portuguese_2.8	7607187	SOV	A_DN	1	2	1	6.363	3.446
Portuguese_2.8	9028525	OSV	NA_D	1	2	1	6.323	3.363
Romanian_2.8	2981633	SOV	ADN_	2	1	3	7.02	3.248
Romanian_2.8	4897643	SOV	NA_D	1	2	1	6.957	2.905
Romanian_2.8	5228001	SOV	NA_D	1	2	1	6.923	2.832
Romanian_2.8	6486251	SVO	NAD_	1	3	2	7.061	3.322
Romanian_2.8	7976465	SOV	NA_D	1	2	1	6.935	2.873
Russian_2.8	1835148	SVO	DNA_	3	2	1	8.337	2.899
Russian_2.8	3379938	SOV	DNA_	3	2	1	8.416	2.731
Russian_2.8	5292800	SVO	DNA_	3	2	1	8.329	2.929
Sanskrit_2.8	2019982	OSV	A_DN	1	2	1	7.179	2.253
Sanskrit_2.8	2376785	SVO	A_DN	1	2	1	7.178	2.331
Sanskrit_2.8	6073350	SVO	AD_N	1	1	2	7.089	2.478
Sanskrit_2.8	6166675	SVO	AD_N	1	1	2	7.099	2.291
Sanskrit_2.8	7642129	SOV	AD_N	1	1	2	7.101	2.331
Scottish_Gaelic_2.8	1929344	SVO	AN_D	1	1	2	5.559	2.888
Scottish_Gaelic_2.8	2666826	OSV	A_ND	2	1	1	5.498	3.0
Scottish_Gaelic_2.8	2815042	SVO	A_DN	1	2	1	5.552	2.935
Scottish_Gaelic_2.8	3979544	OSV	NA_D	1	2	1	5.5	3.334
Scottish_Gaelic_2.8	475377	SVO	NDA_	2	3	1	5.536	3.092
Scottish_Gaelic_2.8	5514202	OSV	NA_D	1	2	1	5.526	2.882
Scottish_Gaelic_2.8	5850115	OSV	A_ND	2	1	1	5.489	2.925
Scottish_Gaelic_2.8	7889945	OSV	A_ND	2	1	1	5.491	2.929
Serbian_2.8	4209230	OSV	DNA_	3	2	1	7.247	3.04
Serbian_2.8	5556059	SOV	NA_D	1	2	1	7.267	2.726
Serbian_2.8	7418439	OSV	NA_D	1	2	1	7.249	2.7
Serbian_2.8	7505002	SOV	NAD_	1	3	2	7.323	2.764
Serbian_2.8	8049085	OSV	A_ND	2	1	1	7.302	2.936
Serbian_2.8	8243138	OSV	A_DN	1	2	1	7.272	2.584
