language	ID	basic	np	Dist_D	Dist_N	Dist_A	Surprisal2	DepLen
Armenian_2.8	4301386	SVO	AND_	1	2	3	8.035	2.542
Armenian_2.8	4947289	SVO	ADN_	2	1	3	8.036	2.544
Armenian_2.8	4951621	SVO	ADN_	2	1	3	8.041	2.632
Armenian_2.8	630196	OSV	ADN_	2	1	3	8.048	2.72
Armenian_2.8	7774257	SVO	ADN_	2	1	3	8.037	2.542
Armenian_2.8	8853372	SVO	ADN_	2	1	3	8.028	2.555
Bambara_2.8	302379	SVO	NA_D	1	2	1	4.513	2.194
Bambara_2.8	5468426	SVO	AN_D	1	1	2	4.551	1.948
Bambara_2.8	5671522	OSV	NDA_	2	3	1	4.463	1.979
Bambara_2.8	5811607	SVO	AN_D	1	1	2	4.53	1.946
Bambara_2.8	7586385	OSV	AND_	1	2	3	4.461	1.939
Bambara_2.8	8067013	OSV	NAD_	1	3	2	4.557	2.043
Bambara_2.8	8504973	SVO	NA_D	1	2	1	4.574	2.04
Bambara_2.8	9405841	OSV	NDA_	2	3	1	4.45	2.012
Basque_2.8	137004	SVO	DNA_	3	2	1	8.017	2.064
Basque_2.8	237166	OSV	NA_D	1	2	1	8.035	2.108
Basque_2.8	4692884	SVO	NAD_	1	3	2	8.019	2.052
Basque_2.8	5428022	SVO	DNA_	3	2	1	8.016	2.036
Basque_2.8	5856593	OSV	DNA_	3	2	1	7.913	2.083
Basque_2.8	820596	SVO	NAD_	1	3	2	8.025	2.04
Basque_2.8	9743751	OSV	DA_N	2	1	1	7.988	2.124
Belarusian_2.8	145831	SVO	NA_D	1	2	1	8.223	2.174
Belarusian_2.8	2409667	SVO	NA_D	1	2	1	8.221	2.16
Belarusian_2.8	8578969	OSV	NAD_	1	3	2	8.195	2.206
Breton_2.8	1653701	SVO	A_DN	1	2	1	6.201	2.048
Breton_2.8	1654420	OSV	A_DN	1	2	1	6.194	2.057
Breton_2.8	3030930	OSV	A_DN	1	2	1	6.067	2.1
Breton_2.8	3809971	SVO	A_DN	1	2	1	6.241	2.113
Breton_2.8	5063763	OSV	A_DN	1	2	1	6.181	2.032
Breton_2.8	5393930	OSV	A_DN	1	2	1	6.09	2.044
Breton_2.8	6338144	OSV	A_DN	1	2	1	6.187	2.04
Breton_2.8	655237	SVO	A_DN	1	2	1	6.194	2.029
Breton_2.8	6786825	OSV	A_DN	1	2	1	6.188	2.054
Breton_2.8	7356169	SVO	A_DN	1	2	1	6.222	2.103
Breton_2.8	7747260	OSV	A_DN	1	2	1	6.181	2.036
Breton_2.8	8805808	OSV	A_DN	1	2	1	6.088	2.055
Breton_2.8	9509428	SVO	A_DN	1	2	1	6.193	2.099
Bulgarian_2.8	2795245	SVO	AD_N	1	1	2	7.525	2.27
Bulgarian_2.8	3348172	OSV	AND_	1	2	3	7.501	2.165
Bulgarian_2.8	3357099	SVO	AD_N	1	1	2	7.511	2.205
Bulgarian_2.8	5052960	SVO	AND_	1	2	3	7.54	2.227
Bulgarian_2.8	6834428	SVO	AD_N	1	1	2	7.541	2.117
Bulgarian_2.8	7924955	OSV	AND_	1	2	3	7.483	2.271
Bulgarian_2.8	8729009	OSV	AND_	1	2	3	7.505	2.167
Bulgarian_2.8	9030947	OSV	AND_	1	2	3	7.503	2.157
Bulgarian_2.8	9199975	SVO	AD_N	1	1	2	7.516	2.212
Bulgarian_2.8	9612177	OSV	AND_	1	2	3	7.553	2.469
Buryat_2.8	2418516	SVO	A_DN	1	2	1	8.001	1.993
Buryat_2.8	2646859	SVO	NAD_	1	3	2	7.973	1.99
Buryat_2.8	2674895	SVO	NA_D	1	2	1	7.996	1.998
Buryat_2.8	338469	SVO	NA_D	1	2	1	8.002	2.012
Buryat_2.8	3830552	SVO	NA_D	1	2	1	7.982	2.011
Buryat_2.8	4224569	SOV	NAD_	1	3	2	7.974	1.97
Buryat_2.8	4403143	SVO	NA_D	1	2	1	7.973	2.034
Buryat_2.8	5486404	SVO	NA_D	1	2	1	7.997	1.998
Buryat_2.8	6762446	SVO	A_ND	2	1	1	8.002	1.994
Buryat_2.8	7156655	SVO	NA_D	1	2	1	7.975	2.052
Cantonese_2.8	1589600	OSV	AND_	1	2	3	5.551	2.291
Cantonese_2.8	2378579	SVO	AND_	1	2	3	5.502	2.307
Cantonese_2.8	3640919	SVO	AND_	1	2	3	5.537	2.334
Cantonese_2.8	4213164	OSV	AND_	1	2	3	5.547	2.305
Cantonese_2.8	4944114	SVO	A_DN	1	2	1	5.524	2.396
Cantonese_2.8	4968057	OSV	AD_N	1	1	2	5.519	2.284
Cantonese_2.8	5497289	OSV	AND_	1	2	3	5.531	2.314
Cantonese_2.8	6098296	OSV	AD_N	1	1	2	5.566	2.303
Cantonese_2.8	6119357	SVO	AN_D	1	1	2	5.538	2.3
Cantonese_2.8	7113246	SVO	AND_	1	2	3	5.524	2.283
Cantonese_2.8	7941491	OSV	AND_	1	2	3	5.511	2.407
Cantonese_2.8	7948481	OSV	AD_N	1	1	2	5.512	2.351
Cantonese_2.8	8304504	SVO	AND_	1	2	3	5.52	2.329
Cantonese_2.8	9178789	SVO	AN_D	1	1	2	5.516	2.348
Catalan_2.8	2366636	SVO	A_DN	1	2	1	5.993	2.709
Catalan_2.8	2642973	OSV	AND_	1	2	3	5.967	3.199
Catalan_2.8	3468465	OSV	AND_	1	2	3	5.959	2.899
Catalan_2.8	5292264	OSV	AND_	1	2	3	5.954	2.894
Catalan_2.8	6329953	SVO	A_DN	1	2	1	6.006	2.706
Catalan_2.8	6445589	OSV	AND_	1	2	3	5.976	3.154
Catalan_2.8	7096469	SVO	A_DN	1	2	1	6.032	2.875
Catalan_2.8	7571120	SVO	A_DN	1	2	1	5.99	2.75
Catalan_2.8	7605192	SVO	A_DN	1	2	1	5.999	2.716
Catalan_2.8	890656	SVO	AND_	1	2	3	5.956	2.979
Chinese_2.8	1133573	OSV	A_ND	2	1	1	7.595	2.643
Chinese_2.8	2820564	SVO	A_ND	2	1	1	7.68	2.626
Chinese_2.8	2847014	SVO	DA_N	2	1	1	7.597	2.638
Chinese_2.8	4115771	SVO	A_ND	2	1	1	7.655	2.595
Chinese_2.8	5057894	SVO	AN_D	1	1	2	7.64	2.636
Chinese_2.8	7710891	OSV	A_ND	2	1	1	7.56	2.618
Chinese_2.8	8693116	SVO	DA_N	2	1	1	7.627	2.617
Chinese_2.8	9056527	SVO	A_ND	2	1	1	7.67	2.641
Chinese_2.8	9531966	SVO	A_ND	2	1	1	7.652	2.614
Chinese_2.8	9881075	SVO	A_ND	2	1	1	7.653	2.634
Classical_Chinese_2.8	2148760	SOV	NAD_	1	3	2	5.599	1.567
Classical_Chinese_2.8	2272657	SOV	NAD_	1	3	2	5.616	1.569
Classical_Chinese_2.8	4654131	SOV	NAD_	1	3	2	5.623	1.587
Classical_Chinese_2.8	5746078	SVO	NAD_	1	3	2	5.734	1.632
Classical_Chinese_2.8	6091774	SOV	NAD_	1	3	2	5.603	1.573
Classical_Chinese_2.8	7040270	SOV	NAD_	1	3	2	5.614	1.57
Classical_Chinese_2.8	7698455	SOV	NAD_	1	3	2	5.603	1.567
Classical_Chinese_2.8	8034922	SVO	NAD_	1	3	2	5.705	1.606
Classical_Chinese_2.8	8073363	SVO	A_DN	1	2	1	5.722	1.603
Classical_Chinese_2.8	8878230	SOV	DNA_	3	2	1	5.624	1.59
Coptic_2.8	1186519	SVO	A_DN	1	2	1	4.682	2.522
Coptic_2.8	3125950	OSV	A_DN	1	2	1	4.708	2.79
Coptic_2.8	3578835	OSV	A_DN	1	2	1	4.685	2.782
Coptic_2.8	6018096	SVO	A_DN	1	2	1	4.659	2.628
Coptic_2.8	6048810	SVO	A_DN	1	2	1	4.678	2.521
Coptic_2.8	6243843	SVO	A_DN	1	2	1	4.73	2.706
Coptic_2.8	7386413	SVO	A_DN	1	2	1	4.683	2.534
Coptic_2.8	9460551	OSV	A_DN	1	2	1	4.681	2.724
Croatian_2.8	2449373	OSV	AD_N	1	1	2	7.906	2.772
Croatian_2.8	2551650	OSV	AD_N	1	1	2	7.897	2.438
Croatian_2.8	4355205	SVO	NA_D	1	2	1	7.913	2.386
Croatian_2.8	4507969	SVO	A_DN	1	2	1	7.916	2.568
Croatian_2.8	47369	SVO	NA_D	1	2	1	7.913	2.392
Croatian_2.8	6035314	OSV	AD_N	1	1	2	7.879	2.517
Croatian_2.8	6394344	OSV	AD_N	1	1	2	7.904	2.617
Croatian_2.8	741379	SVO	NA_D	1	2	1	7.913	2.386
Croatian_2.8	7579302	SVO	NA_D	1	2	1	7.915	2.4
Croatian_2.8	8427322	SVO	A_DN	1	2	1	7.922	2.505
Czech_2.8	1626006	SVO	AN_D	1	1	2	8.176	3.046
Czech_2.8	2637719	SVO	AN_D	1	1	2	8.163	2.459
Danish_2.8	1056754	SVO	AN_D	1	1	2	7.206	2.464
Danish_2.8	1359599	OSV	AN_D	1	1	2	7.192	2.532
Danish_2.8	6500281	OSV	AN_D	1	1	2	7.234	2.639
Danish_2.8	6780696	SVO	A_DN	1	2	1	7.188	2.693
Danish_2.8	6836562	SVO	A_DN	1	2	1	7.205	2.483
Danish_2.8	8908580	OSV	A_DN	1	2	1	7.19	2.544
Danish_2.8	9657165	SVO	AN_D	1	1	2	7.198	2.561
Danish_2.8	9821264	OSV	AN_D	1	1	2	7.19	2.532
Danish_2.8	9961099	SVO	A_DN	1	2	1	7.213	2.524
Dutch_2.8	2896229	OSV	A_DN	1	2	1	6.874	2.428
Dutch_2.8	3318961	SVO	A_DN	1	2	1	6.856	2.248
Dutch_2.8	4547520	SVO	A_DN	1	2	1	6.885	2.361
Dutch_2.8	4937505	SVO	A_DN	1	2	1	6.895	2.301
Dutch_2.8	5588923	SVO	A_DN	1	2	1	6.868	2.306
Dutch_2.8	8260107	SVO	A_DN	1	2	1	6.883	2.33
Dutch_2.8	8438695	SVO	A_DN	1	2	1	6.908	2.419
Dutch_2.8	9556306	SVO	A_DN	1	2	1	6.87	2.321
Dutch_2.8	9929702	SVO	A_DN	1	2	1	6.887	2.271
Dutch_2.8	9940859	SVO	A_DN	1	2	1	6.862	2.347
English_2.8	1243353	SVO	NA_D	1	2	1	6.694	2.383
English_2.8	1861527	SVO	NA_D	1	2	1	6.694	2.531
English_2.8	2407334	OSV	NA_D	1	2	1	6.719	3.012
English_2.8	4240391	SVO	A_DN	1	2	1	6.673	2.537
English_2.8	4241440	SVO	NA_D	1	2	1	6.696	2.37
English_2.8	7440191	OSV	NAD_	1	3	2	6.768	5.813
English_2.8	8105925	SVO	A_DN	1	2	1	6.674	2.45
English_2.8	8839793	SVO	NA_D	1	2	1	6.723	2.309
English_2.8	9823598	SVO	A_DN	1	2	1	6.665	2.323
Erzya_2.8	1225603	OSV	AN_D	1	1	2	8.074	2.02
Erzya_2.8	3071888	OSV	AN_D	1	1	2	8.081	2.054
Erzya_2.8	3490256	OSV	AN_D	1	1	2	8.073	2.02
Erzya_2.8	3564056	OSV	ADN_	2	1	3	8.054	2.005
Erzya_2.8	5468597	OSV	AN_D	1	1	2	8.077	2.021
Erzya_2.8	586384	OSV	AN_D	1	1	2	8.09	2.057
Erzya_2.8	6210223	OSV	AND_	1	2	3	8.054	2.009
Estonian_2.8	4414640	OSV	A_DN	1	2	1	8.709	2.277
Estonian_2.8	4573154	SVO	NA_D	1	2	1	8.738	2.288
Estonian_2.8	6331523	OSV	NA_D	1	2	1	8.729	2.33
Faroese_2.8	2930424	SVO	NA_D	1	2	1	5.951	2.425
Faroese_2.8	3680590	SVO	NA_D	1	2	1	5.919	2.628
Faroese_2.8	3833839	OSV	NAD_	1	3	2	5.924	2.431
Faroese_2.8	4894847	SVO	A_ND	2	1	1	5.96	2.433
Faroese_2.8	6127559	OSV	NAD_	1	3	2	5.94	2.596
Faroese_2.8	6192162	OSV	NAD_	1	3	2	5.936	2.548
Faroese_2.8	6776339	SVO	A_DN	1	2	1	5.977	2.516
Faroese_2.8	7330842	OSV	NAD_	1	3	2	5.93	2.541
Faroese_2.8	7532233	SVO	A_DN	1	2	1	5.976	2.426
Faroese_2.8	7733517	SVO	A_DN	1	2	1	5.949	2.424
Finnish_2.8	1079558	SVO	AND_	1	2	3	8.888	2.091
Finnish_2.8	2659005	SVO	AND_	1	2	3	8.896	2.265
Finnish_2.8	4065871	SVO	AND_	1	2	3	8.92	2.237
Finnish_2.8	4462413	OSV	A_DN	1	2	1	8.966	2.222
Finnish_2.8	488516	SVO	AND_	1	2	3	8.88	2.143
Finnish_2.8	552226	SVO	NAD_	1	3	2	8.878	2.087
Finnish_2.8	6577918	SVO	ADN_	2	1	3	8.933	2.14
Finnish_2.8	8023114	OSV	AND_	1	2	3	8.909	2.194
French_2.8	1119205	SVO	AND_	1	2	3	6.185	2.869
French_2.8	1630469	SVO	A_DN	1	2	1	6.329	2.904
French_2.8	3234403	SVO	A_DN	1	2	1	6.269	2.541
French_2.8	3268775	SVO	A_DN	1	2	1	6.31	2.65
French_2.8	4105727	SVO	A_DN	1	2	1	6.298	2.566
French_2.8	4696717	SVO	AND_	1	2	3	6.215	2.752
French_2.8	7139332	SVO	A_DN	1	2	1	6.322	2.654
French_2.8	744387	SVO	A_DN	1	2	1	6.269	2.542
French_2.8	7767326	SVO	A_DN	1	2	1	6.34	2.681
French_2.8	8774374	SVO	AND_	1	2	3	6.198	2.643
Galician_2.8	3433312	SVO	AND_	1	2	3	6.36	2.848
Galician_2.8	4072813	OSV	AND_	1	2	3	6.338	3.02
Galician_2.8	4870099	OSV	NAD_	1	3	2	6.298	3.1
Galician_2.8	7345858	OSV	AND_	1	2	3	6.345	2.937
Galician_2.8	7728826	SVO	AN_D	1	1	2	6.438	2.629
Galician_2.8	7855823	SVO	NA_D	1	2	1	6.518	3.332
Galician_2.8	7916955	SVO	AND_	1	2	3	6.364	2.942
Galician_2.8	8080045	SVO	AND_	1	2	3	6.35	2.974
Galician_2.8	9609402	SVO	AN_D	1	1	2	6.586	5.411
German-GSD_2.6	1582563	SVO	A_DN	1	2	1	7.632	2.382
German-GSD_2.6	2098041	SVO	A_DN	1	2	1	7.633	2.389
German-GSD_2.6	4232662	SVO	AND_	1	2	3	7.599	2.432
German-GSD_2.6	5009201	OSV	AN_D	1	1	2	7.6	2.441
German-GSD_2.6	6779945	SVO	A_DN	1	2	1	7.627	2.318
Gothic_2.8	1790100	SOV	AND_	1	2	3	6.442	2.338
Gothic_2.8	2691408	SOV	AND_	1	2	3	6.387	2.268
Gothic_2.8	2869869	SVO	NA_D	1	2	1	6.437	2.454
Gothic_2.8	2942188	SOV	AND_	1	2	3	6.368	2.176
Gothic_2.8	408193	SVO	AN_D	1	1	2	6.406	2.177
Gothic_2.8	4850930	SOV	AND_	1	2	3	6.441	2.274
Gothic_2.8	5895189	SVO	AN_D	1	1	2	6.466	2.319
Gothic_2.8	7314430	SOV	AND_	1	2	3	6.454	2.317
Gothic_2.8	9044998	SVO	AN_D	1	1	2	6.493	2.32
Gothic_2.8	9864199	SOV	AND_	1	2	3	6.443	2.344
Greek_2.8	3306235	SVO	A_DN	1	2	1	6.915	2.571
Greek_2.8	3389766	OSV	NAD_	1	3	2	6.928	2.794
Greek_2.8	3911991	OSV	NAD_	1	3	2	6.902	2.697
Greek_2.8	4151260	SVO	NAD_	1	3	2	6.891	2.572
Greek_2.8	658588	OSV	NAD_	1	3	2	6.925	2.688
Greek_2.8	7538846	SVO	NA_D	1	2	1	6.914	2.507
Greek_2.8	9288969	SVO	A_DN	1	2	1	6.909	2.578
Hebrew_2.8	1316153	SVO	AD_N	1	1	2	6.621	2.71
Hebrew_2.8	2048064	SVO	AD_N	1	1	2	6.615	2.567
Hebrew_2.8	2684111	SVO	AD_N	1	1	2	6.574	2.886
Hebrew_2.8	3331863	SVO	AN_D	1	1	2	6.586	2.946
Hebrew_2.8	3576286	SVO	AND_	1	2	3	6.512	2.751
Hebrew_2.8	5230935	SVO	AD_N	1	1	2	6.62	2.748
Hebrew_2.8	9363148	SVO	AND_	1	2	3	6.515	2.751
Hebrew_2.8	937005	OSV	AND_	1	2	3	6.552	2.864
Hindi_2.8	4055977	SVO	AND_	1	2	3	5.927	2.615
Hindi_2.8	4653368	SVO	AND_	1	2	3	6.024	2.857
Hindi_2.8	5586742	OSV	AND_	1	2	3	5.987	2.606
Hindi_2.8	8201317	OSV	AND_	1	2	3	5.99	2.606
Hindi_2.8	919644	OSV	AND_	1	2	3	5.994	2.61
Hungarian_2.8	292291	SVO	AN_D	1	1	2	8.097	2.541
Hungarian_2.8	3458348	SVO	AND_	1	2	3	8.072	2.662
Hungarian_2.8	4485946	SVO	AN_D	1	1	2	8.064	2.676
Hungarian_2.8	5399190	OSV	A_DN	1	2	1	8.084	2.626
Hungarian_2.8	5923883	SVO	AND_	1	2	3	8.073	2.561
Hungarian_2.8	6220776	SVO	AND_	1	2	3	8.08	2.721
Hungarian_2.8	720798	SVO	AN_D	1	1	2	8.096	2.54
Hungarian_2.8	8509589	OSV	A_DN	1	2	1	8.08	2.691
Hungarian_2.8	9161504	SVO	AN_D	1	1	2	8.1	2.554
Hungarian_2.8	9941196	SVO	AND_	1	2	3	8.064	2.633
Icelandic_2.8	1563161	SVO	AN_D	1	1	2	6.82	2.783
Icelandic_2.8	2006989	SVO	AN_D	1	1	2	6.792	2.837
Icelandic_2.8	3291166	SVO	AN_D	1	1	2	6.829	2.783
Icelandic_2.8	3976448	SVO	AN_D	1	1	2	6.885	2.972
Icelandic_2.8	508413	SVO	AN_D	1	1	2	6.949	5.369
Icelandic_2.8	5852928	SVO	AN_D	1	1	2	6.887	3.694
Icelandic_2.8	748360	OSV	AND_	1	2	3	6.821	2.964
Icelandic_2.8	9801543	SVO	AN_D	1	1	2	6.828	2.938
Indonesian_2.8	1228104	SVO	AND_	1	2	3	7.623	2.393
Indonesian_2.8	1415382	SVO	NAD_	1	3	2	7.643	2.634
Indonesian_2.8	259153	SVO	AND_	1	2	3	7.623	2.392
Indonesian_2.8	4095218	SVO	AND_	1	2	3	7.648	2.546
Indonesian_2.8	4897127	SVO	AND_	1	2	3	7.687	2.564
Indonesian_2.8	7678549	SVO	AND_	1	2	3	7.62	2.421
Indonesian_2.8	8820207	SVO	AND_	1	2	3	7.627	2.431
Indonesian_2.8	9102873	SVO	AND_	1	2	3	7.672	2.632
Indonesian_2.8	9465100	SVO	AND_	1	2	3	7.67	2.507
Irish_2.8	1376299	SVO	AND_	1	2	3	6.683	2.639
Irish_2.8	1774822	SVO	AND_	1	2	3	6.655	2.848
Irish_2.8	249390	SVO	AND_	1	2	3	6.58	2.668
Irish_2.8	3109470	OSV	A_DN	1	2	1	6.643	2.818
Irish_2.8	3401793	SVO	AND_	1	2	3	6.654	2.618
Irish_2.8	4785365	SVO	AND_	1	2	3	6.669	2.649
Irish_2.8	5158345	SVO	AND_	1	2	3	6.67	2.917
Irish_2.8	8237675	SVO	AN_D	1	1	2	6.666	3.142
Irish_2.8	9467723	SVO	AND_	1	2	3	6.62	2.772
Irish_2.8	953507	SVO	AND_	1	2	3	6.672	2.742
Italian_2.8	3151700	SVO	AND_	1	2	3	6.364	2.686
Italian_2.8	4081851	SVO	AN_D	1	1	2	6.442	2.487
Italian_2.8	4188127	SVO	AN_D	1	1	2	6.467	2.588
Italian_2.8	449940	SVO	AND_	1	2	3	6.365	2.76
Italian_2.8	5042065	OSV	AND_	1	2	3	6.329	2.574
Italian_2.8	5345937	SVO	AN_D	1	1	2	6.466	2.591
Italian_2.8	9068457	SVO	AN_D	1	1	2	6.465	2.588
Japanese-GSD_2.6	2522556	SVO	AND_	1	2	3	6.496	2.781
Japanese-GSD_2.6	5515917	OSV	AND_	1	2	3	6.621	3.693
Japanese-GSD_2.6	59969	SVO	DAN_	3	1	2	6.435	2.706
Japanese-GSD_2.6	6282004	OSV	AND_	1	2	3	6.497	2.604
Japanese-GSD_2.6	6961197	OSV	AND_	1	2	3	6.451	2.867
Japanese-GSD_2.6	8415506	OSV	DAN_	3	1	2	6.585	2.973
Japanese-GSD_2.6	8532047	OSV	AND_	1	2	3	6.59	3.376
Japanese-GSD_2.8	2437669	OSV	DAN_	3	1	2	6.319	2.637
Japanese-GSD_2.8	8371788	OSV	AND_	1	2	3	6.322	2.637
Japanese_2.8	2855204	OSV	AD_N	1	1	2	1.404	2.942
Japanese_2.8	943402	OSV	ADN_	2	1	3	1.385	3.39
Kazakh_2.8	1268151	SOV	NAD_	1	3	2	7.977	1.954
Kazakh_2.8	1804456	SVO	NAD_	1	3	2	8.027	1.947
Kazakh_2.8	1849657	SVO	NAD_	1	3	2	8.035	1.92
Kazakh_2.8	1892860	SVO	NA_D	1	2	1	8.031	1.92
Kazakh_2.8	2816542	SOV	NAD_	1	3	2	7.995	1.983
Kazakh_2.8	337189	SOV	NDA_	2	3	1	7.97	2.059
Kazakh_2.8	5046991	SVO	NAD_	1	3	2	8.018	1.937
Kazakh_2.8	5896707	SVO	NAD_	1	3	2	8.029	1.937
Kazakh_2.8	7314382	SVO	NA_D	1	2	1	8.032	1.919
Kazakh_2.8	7864850	SOV	NAD_	1	3	2	7.997	1.984
Kiche_2.8	224310	SOV	A_DN	1	2	1	5.726	1.585
Kiche_2.8	3920350	SVO	A_DN	1	2	1	5.739	1.602
Kiche_2.8	4780819	SOV	A_DN	1	2	1	5.731	1.656
Kiche_2.8	5421149	SOV	A_DN	1	2	1	5.718	1.687
Kiche_2.8	7829458	SOV	A_DN	1	2	1	5.718	1.62
Kiche_2.8	8299311	SOV	A_DN	1	2	1	5.693	1.595
Kiche_2.8	8582918	SOV	A_DN	1	2	1	5.729	1.59
Kiche_2.8	8636980	SOV	A_ND	2	1	1	5.709	1.642
Kiche_2.8	8971768	SOV	A_DN	1	2	1	5.724	1.598
Kiche_2.8	9507215	SVO	A_DN	1	2	1	5.802	1.62
Komi_Zyrian_2.8	1346244	SVO	NAD_	1	3	2	7.961	2.266
Komi_Zyrian_2.8	1417138	OSV	NAD_	1	3	2	7.949	2.1
Komi_Zyrian_2.8	1487872	OSV	NAD_	1	3	2	7.949	2.1
Komi_Zyrian_2.8	2527960	SVO	NAD_	1	3	2	7.951	2.14
Komi_Zyrian_2.8	6548540	SVO	AD_N	1	1	2	7.943	2.193
Komi_Zyrian_2.8	9119736	SVO	NAD_	1	3	2	7.962	2.152
Komi_Zyrian_2.8	972320	SVO	NAD_	1	3	2	7.957	2.176
Korean_2.8	2721609	OSV	ADN_	2	1	3	9.797	2.118
Korean_2.8	273862	OSV	DAN_	3	1	2	9.81	2.112
Korean_2.8	2784760	OSV	DAN_	3	1	2	9.796	2.119
Korean_2.8	3626937	OSV	ADN_	2	1	3	9.821	2.126
Korean_2.8	5612784	OSV	DAN_	3	1	2	9.808	2.137
Korean_2.8	7895088	OSV	DAN_	3	1	2	9.821	2.126
Korean_2.8	8655341	OSV	DAN_	3	1	2	9.81	2.111
Korean_2.8	9404577	OSV	ADN_	2	1	3	9.812	2.114
Korean_2.8	9429423	OSV	DAN_	3	1	2	9.794	2.122
Korean_2.8	9723622	OSV	DAN_	3	1	2	9.818	2.124
Kurmanji_2.8	170106	OSV	AD_N	1	1	2	6.592	2.135
Kurmanji_2.8	2334003	SVO	AND_	1	2	3	6.561	2.173
Kurmanji_2.8	4444733	OSV	AND_	1	2	3	6.566	2.164
Kurmanji_2.8	4906815	OSV	AD_N	1	1	2	6.564	2.112
Kurmanji_2.8	6162358	SVO	AN_D	1	1	2	6.563	2.194
Kurmanji_2.8	7237342	OSV	AD_N	1	1	2	6.567	2.13
Kurmanji_2.8	7749549	OSV	AD_N	1	1	2	6.604	2.151
Kurmanji_2.8	7964909	OSV	AND_	1	2	3	6.545	2.145
Kurmanji_2.8	8728172	OSV	AD_N	1	1	2	6.594	2.12
Kurmanji_2.8	9218464	OSV	AD_N	1	1	2	6.59	2.121
